WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By We Go with Anuar,https://www.tripadvisor.com/AttractionProductReview-g298570-d19346305-Batu_Caves_and_Watching_Fireflies_in_Kuala_Selangor-Kuala_Lumpur_Wilayah_Persekutu.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19346305-Batu_Caves_and_Watching_Fireflies_in_Kuala_Selangor-Kuala_Lumpur_Wilayah_Persekutu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/cf/29/caption.jpg?w=500&h=400&s=1,Batu Caves and Watching Fireflies in Kuala Selangor,53.,https://www.tripadvisor.com/Attraction_Review-g298570-d4207073-Reviews-We_Go_with_Anuar-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6–7 hours,The tour is privately organized only for you and family member only. No waiting or pickup another tourist in another Hotel…,Free cancellation,from,$69.75,per adult,More info,
22,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Vespalicious,https://www.tripadvisor.com/AttractionProductReview-g298570-d17419599-Cooler_Lumpur_by_Night_Vespa_Food_Tour_by_Vespalicious-Kuala_Lumpur_Wilayah_Persek.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17419599-Cooler_Lumpur_by_Night_Vespa_Food_Tour_by_Vespalicious-Kuala_Lumpur_Wilayah_Persek.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6f/82/03/caption.jpg?w=500&h=400&s=1,Cooler Lumpur by Night Vespa Food Tour by Vespalicious,54.,https://www.tripadvisor.com/Attraction_Review-g298570-d12276424-Reviews-Vespalicious-Kuala_Lumpur_Wilayah_Persekutuan.html,Night Tours,4 hours,This is the first and only vintage vespa tour in Kuala Lumpur. We take you off-the-beaten to local food streets and markets…,Free cancellation,from,$102.57,per adult,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d15787692-Glittering_Night_KLCC_Lake_Symphony_The_River_of_Life_Tour_from_Kuala_Lumpur-Kuala.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15787692-Glittering_Night_KLCC_Lake_Symphony_The_River_of_Life_Tour_from_Kuala_Lumpur-Kuala.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5f/3e/76/caption.jpg?w=500&h=400&s=1,Glittering Night : KLCC Lake Symphony & The River of Life Tour from Kuala Lumpur,55.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3 hours,See the illuminated sights of Kuala Lumpur at night on this 3-hour sightseeing tour that showcases Malaysia’s top attraction…,Free cancellation,from,$28.52,per adult,More info,Taking safety measures
33,Free Cancellation up to 7 days in advance,By Asian Overland Services Tours & Travel Sdn. Bhd,https://www.tripadvisor.com/AttractionProductReview-g298570-d12928642-Aquaria_KLCC_Admission_Ticket_E_Ticket-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12928642-Aquaria_KLCC_Admission_Ticket_E_Ticket-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/75/7e/caption.jpg?w=500&h=400&s=1,Aquaria KLCC Admission Ticket (E-Ticket),56.,https://www.tripadvisor.com/Attraction_Review-g298570-d12315793-Reviews-Asian_Overland_Services_Tours_Travel_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,Aquariums,1–10 hours,Explore the mysteries of the ocean without having to leave the city. Lovers of aquatic life will enjoy a visit to this gigantic…,Free cancellation,from,$16.20,per adult,More info,
2,Free Cancellation up to 7 days in advance,By Asian Overland Services Tours & Travel Sdn. Bhd,https://www.tripadvisor.com/AttractionProductReview-g298570-d12650988-4_Day_Jungle_Experience_in_Taman_Negara_from_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Per.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12650988-4_Day_Jungle_Experience_in_Taman_Negara_from_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Per.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/80/30/caption.jpg?w=500&h=400&s=1,4-Day Jungle Experience in Taman Negara from Kuala Lumpur,57.,https://www.tripadvisor.com/Attraction_Review-g298570-d12315793-Reviews-Asian_Overland_Services_Tours_Travel_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3+ days,"Taman Negara has been developed into an ecotourism destination in Malaysia. Has a total area of 4,343 km2 and one of the…",Free cancellation,from,$430.33,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel Yamu Experience at Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d17460110-Orang_Utan_Island_and_Perak_Tong_Cave_From_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Perse.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17460110-Orang_Utan_Island_and_Perak_Tong_Cave_From_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Perse.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/ed/be/caption.jpg?w=500&h=400&s=1,Orang Utan Island and Perak Tong Cave From Kuala Lumpur,58.,https://www.tripadvisor.com/Attraction_Review-g298570-d17188999-Reviews-Travel_Yamu_Experience_at_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,8–12 hours,Get an up close look at the endangered orangutan on this incredible private tour of Orangutan Island. Experience some of…,Free cancellation,from,$115.92,per adult,More info,Taking safety measures
35,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By New Malaysian Kitchen,https://www.tripadvisor.com/AttractionProductReview-g298570-d17774913-New_Malaysian_Kitchen_Cooking_Class_and_Garden_Tour-Kuala_Lumpur_Wilayah_Persekutu.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17774913-New_Malaysian_Kitchen_Cooking_Class_and_Garden_Tour-Kuala_Lumpur_Wilayah_Persekutu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/a2/e3/caption.jpg?w=500&h=400&s=1,New Malaysian Kitchen Cooking Class and Garden Tour,59.,https://www.tripadvisor.com/Attraction_Review-g298570-d15307274-Reviews-New_Malaysian_Kitchen-Kuala_Lumpur_Wilayah_Persekutuan.html,Cooking Classes,4 hours,You get to visit a local's family home just 20 minutes away from the city. Start your day with a traditional Malaysian breakfast…,Free cancellation,from,$107.70,per adult,More info,
8,Free Cancellation up to 7 days in advance,By Asian Overland Services Tours & Travel Sdn. Bhd,https://www.tripadvisor.com/AttractionProductReview-g298570-d13221963-Kuala_Lumpur_Bird_Park_E_Ticket_Admission-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d13221963-Kuala_Lumpur_Bird_Park_E_Ticket_Admission-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/50/ac/caption.jpg?w=500&h=400&s=1,Kuala Lumpur Bird Park E-Ticket Admission,60.,https://www.tripadvisor.com/Attraction_Review-g298570-d12315793-Reviews-Asian_Overland_Services_Tours_Travel_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,National Parks,1–8 hours,Kuala Lumpur Bird Park is one of the renowned eco-tourism destinations situated right in the heart of Kuala Lumpur. Located…,Free cancellation,from,$15.26,per adult,More info,
3,,,,,,,,,1,2,,4,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=UzdBXy9BdHRyYWN0aW9ucy1nMjk4NTcwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUt1YWxhX0x1bXB1cl9XaWxheWFoX1BlcnNla3V0dWFuLmh0bWxfemFi,,,,,,,,,,,,,,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Zaidi KL Taxi Services & Private Tours Driver Service,https://www.tripadvisor.com/AttractionProductReview-g12803532-d13805232-Base_On_per_Vehicle_Price_KL_City_Tour_from_Port_Klang_Cruise_Excursions-Port_Kl.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g12803532-d13805232-Base_On_per_Vehicle_Price_KL_City_Tour_from_Port_Klang_Cruise_Excursions-Port_Kl.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8a/99/d0/caption.jpg?w=500&h=400&s=1,(Base On per Vehicle Price) KL City Tour from Port Klang Cruise Excursions,61.,https://www.tripadvisor.com/Attraction_Review-g298570-d10245456-Reviews-Zaidi_KL_Taxi_Services_Private_Tours_Driver_Service-Kuala_Lumpur_Wilayah_Perseku.html,Bus Tours,5–6 hours,"Base On Per Vehicle Price ,This is a Private tour For your group from Port Klang Cruise Terminal,we specialize in kuala …",Free cancellation,from,$170.00,per group,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Yettosee Asia Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d12471778-Petronas_Twin_Towers_Skybridge_KL_Tower_and_Kuala_Lumpur_City_Tour-Kuala_Lumpur_Wi.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12471778-Petronas_Twin_Towers_Skybridge_KL_Tower_and_Kuala_Lumpur_City_Tour-Kuala_Lumpur_Wi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c3/bd/5f/caption.jpg?w=500&h=400&s=1,"Petronas Twin Towers Skybridge, KL Tower, and Kuala Lumpur City Tour",62.,https://www.tripadvisor.com/Attraction_Review-g293916-d15345469-Reviews-Yettosee_Asia_Tours_Travels-Bangkok.html,Bus Tours,4–6 hours,"Feel the pulse of Malaysia in Kuala Lumpur, its capital and largest city on this 4 to 6 hour tour. Enjoy fantastic aerial…",Free cancellation,from,$123.08,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Golden Blossom Tours & Travel,https://www.tripadvisor.com/AttractionProductReview-g298570-d13198501-Yummy_Yummy_Street_Food_Tour_Kuala_Lumpur_By_Night_Guided_With_Transport-Kuala_Lum.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d13198501-Yummy_Yummy_Street_Food_Tour_Kuala_Lumpur_By_Night_Guided_With_Transport-Kuala_Lum.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/48/e9/caption.jpg?w=500&h=400&s=1,Yummy Yummy Street Food Tour - Kuala Lumpur By Night (Guided With Transport),63.,https://www.tripadvisor.com/Attraction_Review-g298570-d12929054-Reviews-Golden_Blossom_Tours_Travel-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3–4 hours,"YUMMY YUMMY STREET FOOD TOUR + RIVER OF LIFE + KUALA LUMPUR BY NIGHT (GUIDED TOUR).

*** Tour Available on Every Tuesday…",Free cancellation,from,$51.88,per adult,More info,Taking safety measures
18,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Plaza Premium Lounge (gateway@klia2),https://www.tripadvisor.com/AttractionProductReview-g298570-d11450593-Kuala_Lumpur_International_Airport_Plaza_Premium_Lounge-Kuala_Lumpur_Wilayah_Perse.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d11450593-Kuala_Lumpur_International_Airport_Plaza_Premium_Lounge-Kuala_Lumpur_Wilayah_Perse.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/43/80/caption.jpg?w=500&h=400&s=1,Kuala Lumpur International Airport Plaza Premium Lounge,64.,https://www.tripadvisor.com/Attraction_Review-g298314-d10394858-Reviews-Plaza_Premium_Lounge_gateway_klia2-Sepang_Sepang_District_Selangor.html,,3–12 hours,"***Attention*** The following outlets will be temporarily closed until further notice

Plaza Premium Lounge at KILA International…",Free cancellation,from,$38.11,per adult,More info,Taking safety measures
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asian Overland Services Tours & Travel Sdn. Bhd,https://www.tripadvisor.com/AttractionProductReview-g298570-d12463724-Kuala_Selangor_Tour_from_Kuala_Lumpur_with_Fireflies_Boat_Ride_and_Seafood_Dinner-.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12463724-Kuala_Selangor_Tour_from_Kuala_Lumpur_with_Fireflies_Boat_Ride_and_Seafood_Dinner-.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/53/2f/caption.jpg?w=500&h=400&s=1,Kuala Selangor Tour from Kuala Lumpur with Fireflies Boat Ride and Seafood Dinner,65.,https://www.tripadvisor.com/Attraction_Review-g298570-d12315793-Reviews-Asian_Overland_Services_Tours_Travel_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,Escape busy Kuala Lumpur for a night and get closer to Malaysia’s nature with a visit to Kuala Selangor. Learn about this…,Free cancellation,from,$63.28,per adult,More info,Taking safety measures
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Way to Kuala Lumpur,,https://www.tripadvisor.com/AttractionProductReview-g298570-d18749923-Cameron_Highlands_Tour_From_Kuala_Lumpur_Private_Tour-Kuala_Lumpur_Wilayah_Perseku.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/a2/87/caption.jpg?w=500&h=400&s=1,Cameron Highlands Tour From Kuala Lumpur (Private Tour),66.,https://www.tripadvisor.com/Attraction_Review-g298570-d15275469-Reviews-Way_to_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,10–12 hours,Escape the city and explore some of Malaysia’s most beautiful countryside landscapes on this Cameron Highlands tour from…,Free cancellation,from,$109.04,per adult,More info,Taking safety measures
63,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Simply Enak - Food Experiences,https://www.tripadvisor.com/AttractionProductReview-g298570-d11471161-Kuala_Lumpur_Food_Tour_Through_Chow_Kit-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d11471161-Kuala_Lumpur_Food_Tour_Through_Chow_Kit-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/81/06/53/caption.jpg?w=500&h=400&s=1,Kuala Lumpur Food Tour Through Chow Kit,67.,https://www.tripadvisor.com/Attraction_Review-g298570-d2328058-Reviews-Simply_Enak_Food_Experiences-Kuala_Lumpur_Wilayah_Persekutuan.html,Walking Tours,4 hours,Join a small group tour and venture through one of the biggest wet market to hunt for delicious local food in the district…,Free cancellation,from,$71.80,per adult,More info,
54,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bike With Elena,https://www.tripadvisor.com/AttractionProductReview-g298570-d15633618-Bicycle_Tour_City_Countryside-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15633618-Bicycle_Tour_City_Countryside-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/2d/83/caption.jpg?w=500&h=400&s=1,"Bicycle Tour, City & Countryside",68.,https://www.tripadvisor.com/Attraction_Review-g298570-d10629431-Reviews-Bike_With_Elena-Kuala_Lumpur_Wilayah_Persekutuan.html,Adventure Tours,4 hours,Our exciting half day program takes guests from the Matic to Kuala Lumpur’s downtown area and the iconic Sultan Abdul Samad…,Free cancellation,from,$62.84,per adult,More info,
872,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By KL Hop On Hop Off,https://www.tripadvisor.com/AttractionProductReview-g298570-d16722683-KL_Hop_On_Hop_Off_City_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d16722683-KL_Hop_On_Hop_Off_City_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9c/95/3b/caption.jpg?w=500&h=400&s=1,KL Hop On Hop Off City Tour,69.,https://www.tripadvisor.com/Attraction_Review-g298570-d1224658-Reviews-KL_Hop_On_Hop_Off-Kuala_Lumpur_Wilayah_Persekutuan.html,Hop on Hop Off,6+ hours,"Discover Kuala Lumpur at your own pace, visit Petronas Twin Towers, KL Tower, KL Forest Eco Park, Aquaria, Birdpark, Lake…",Free cancellation,from,$18.09,per adult,More info,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel Yamu Experience at Malaysia,,https://www.tripadvisor.com/AttractionProductReview-g298570-d17401833-Malacca_Historical_Tour_from_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/92/ae/caption.jpg?w=500&h=400&s=1,Malacca Historical Tour from Kuala Lumpur,70.,https://www.tripadvisor.com/Attraction_Review-g298570-d17188999-Reviews-Travel_Yamu_Experience_at_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,"Visit the city of Malacca, the capital of the Malaysian state of the same name, on this day trip from Kuala Lumpur. Roughly…",Free cancellation,from,$78.93,per adult,More info,Taking safety measures
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tripmakersonline Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d12468662-Skip_The_Line_Petronas_Twin_Towers_Tickets_Top_Ten_Wonder_of_Kuala_Lumpur_Tour-Kua.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12468662-Skip_The_Line_Petronas_Twin_Towers_Tickets_Top_Ten_Wonder_of_Kuala_Lumpur_Tour-Kua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/18/be/caption.jpg?w=500&h=400&s=1,Skip The Line Petronas Twin Towers Tickets & Top Ten Wonder of Kuala Lumpur Tour,71.,https://www.tripadvisor.com/Attraction_Review-g298570-d12616388-Reviews-Tripmakersonline_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"Kuala Lumpur is a city filled with sites of great historical and religious significance, as well as modern buildings with…",Free cancellation,from,$130.00,per adult,More info,Taking safety measures
191,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Primal Wilderness Experience,https://www.tripadvisor.com/AttractionProductReview-g298570-d15126852-Magical_River_Trek-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15126852-Magical_River_Trek-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/aa/7e/63/caption.jpg?w=500&h=400&s=1,Magical River Trek,72.,https://www.tripadvisor.com/Attraction_Review-g298570-d7100119-Reviews-Primal_Wilderness_Experience-Kuala_Lumpur_Wilayah_Persekutuan.html,,6+ hours,This is the trip into the jungle to get wet and wild. You will trek through a rainforest teeming with life. Expect to encounter…,Free cancellation,from,$87.18,per adult,More info,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By KualaLumpur Travel Tour,,https://www.tripadvisor.com/AttractionProductReview-g298570-d17400468-Taman_Negara_Day_Trip_with_Local_Nature_Guide-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/3a/1f/caption.jpg?w=500&h=400&s=1,Taman Negara Day Trip with Local Nature Guide,73.,https://www.tripadvisor.com/Attraction_Review-g298570-d2718177-Reviews-KualaLumpur_Travel_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"Taman Negara (Day Trip)

The Private tour in Kuala Lumpur

Taman Negara, which simply means ""National Park"" in English, …",Free cancellation,from,$166.16,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shajasa Travel and Private Day Tours,https://www.tripadvisor.com/AttractionProductReview-g298570-d12649824-Silver_Leaf_Monkeys_and_Firefly_Tour_with_Boat_Ride_and_Seafood_Dinner-Kuala_Lumpu.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12649824-Silver_Leaf_Monkeys_and_Firefly_Tour_with_Boat_Ride_and_Seafood_Dinner-Kuala_Lumpu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/99/a4/caption.jpg?w=500&h=400&s=1,Silver Leaf Monkeys and Firefly Tour with Boat Ride and Seafood Dinner,74.,https://www.tripadvisor.com/Attraction_Review-g298570-d1736772-Reviews-Shajasa_Travel_and_Private_Day_Tours-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6 hours,"Silver Leaf Monkeys & Firefly Tour with Boat Ride (Kuala Selangor, Malaysia Tour Package)

Firefly Tour - Proceed to Kuala…",Free cancellation,from,$124.23,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shajasa Travel and Private Day Tours,https://www.tripadvisor.com/AttractionProductReview-g298570-d12649813-Highlands_Tour_to_Bukit_Tinggi_French_Village_and_Genting_Highlands-Kuala_Lumpur_W.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12649813-Highlands_Tour_to_Bukit_Tinggi_French_Village_and_Genting_Highlands-Kuala_Lumpur_W.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/8b/95/caption.jpg?w=500&h=400&s=1,Highlands Tour to Bukit Tinggi French Village and Genting Highlands,75.,https://www.tripadvisor.com/Attraction_Review-g298570-d1736772-Reviews-Shajasa_Travel_and_Private_Day_Tours-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"On this full day tour, you will spend 8 hours exploring many of the great things that Kuala Lampur has to offer. 

Your …",Free cancellation,from,$127.16,per adult,More info,
7,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By ForeverVacation Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d17018621-Private_Tour_in_Malacca-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17018621-Private_Tour_in_Malacca-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/9e/43/caption.jpg?w=500&h=400&s=1,Private Tour in Malacca,76.,https://www.tripadvisor.com/Attraction_Review-g298570-d16917004-Reviews-ForeverVacation_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,No vacation to Malaysia is complete without a visit to Malacca. Malacca is known for it's vibrant colors and rich culture…,Free cancellation,from,$192.12,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d15778870-Glittering_Night_Kuala_Selangor_Fireflies_The_River_of_Life_Tour-Kuala_Lumpur_Wila.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15778870-Glittering_Night_Kuala_Selangor_Fireflies_The_River_of_Life_Tour-Kuala_Lumpur_Wila.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/37/46/caption.jpg?w=500&h=400&s=1,Glittering Night : Kuala Selangor Fireflies & The River of Life Tour,77.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6 hours,Escape the busy city life of Kuala Lumpur with your trip to the hamlet town of Kuala Selangor. Enjoy the boat ride along…,Free cancellation,from,$73.72,per adult,More info,Taking safety measures
1,,By MAM Holidays Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d12560953-Skip_the_Line_Petronas_Twin_Tower_Entry_Ticket_Including_Hotel_Delivery-Kuala_Lump.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12560953-Skip_the_Line_Petronas_Twin_Tower_Entry_Ticket_Including_Hotel_Delivery-Kuala_Lump.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/4f/d9/caption.jpg?w=500&h=400&s=1,Skip the Line: Petronas Twin Tower Entry Ticket Including Hotel Delivery,78.,https://www.tripadvisor.com/Attraction_Review-g298570-d9795500-Reviews-MAM_Holidays_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Walking Tours,45 minutes,Avoid standing in a long queue. Take this tickets from here for hassle free visit to Petronas Twin Tower. One of most glorious…,,from,$15.39,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Way to Kuala Lumpur,https://www.tripadvisor.com/AttractionProductReview-g298570-d18749826-Genting_Highlands_Full_Day_Tour_with_Skyway_Cable_Car_Tickets-Kuala_Lumpur_Wilayah.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d18749826-Genting_Highlands_Full_Day_Tour_with_Skyway_Cable_Car_Tickets-Kuala_Lumpur_Wilayah.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/a6/f2/caption.jpg?w=500&h=400&s=1,Genting Highlands Full Day Tour with Skyway Cable Car Tickets,79.,https://www.tripadvisor.com/Attraction_Review-g298570-d15275469-Reviews-Way_to_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html,Cable Car Tours,6–8 hours,"Get out of the city for a day at Genting Highlands on this excursion from Kuala Lumpur. A hill resort north of KL, Genting…",Free cancellation,from,$35.00,per adult,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel Yamu Experience at Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d17460109-KLCC_Lake_of_Symphony_and_The_River_Of_Life_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17460109-KLCC_Lake_of_Symphony_and_The_River_Of_Life_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/ae/72/caption.jpg?w=500&h=400&s=1,KLCC Lake of Symphony and The River Of Life Tour,80.,https://www.tripadvisor.com/Attraction_Review-g298570-d17188999-Reviews-Travel_Yamu_Experience_at_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3 hours,See the illuminated sights of Kuala Lumpur at night on this 3-hour sightseeing tour that showcases Malaysia’s top attraction…,Free cancellation,from,$23.92,per adult,More info,Taking safety measures
