WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 2,iPqaD href 2,WlYyy 3,WlYyy 4,ySnDE,dXxty,WlYyy 5,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,WlYyy 8,cctrW 2
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sandemans New Europe - Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d12855554-Montmartre_District_Walking_Tour_in_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12855554-Montmartre_District_Walking_Tour_in_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/60/4f/ff/caption.jpg?w=500&h=400&s=1,Montmartre District Walking Tour in Paris,214.,677,https://www.tripadvisor.com/Attraction_Review-g187147-d1557378-Reviews-Sandemans_New_Europe_Paris-Paris_Ile_de_France.html,City Tours,2 hours,"Montmartre is the epitome of all things quintessentially Parisian, from terraced cafés to romping bars and clubs, drunken…",,Free cancellation,from,$19.23,per adult,More info,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Universal Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g187147-d11464168-Louvre_Museum_Guided_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11464168-Louvre_Museum_Guided_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/af/3f/f2/caption.jpg?w=500&h=400&s=1,Louvre Museum Guided Tour,215.,8,https://www.tripadvisor.com/Attraction_Review-g187147-d12412254-Reviews-Universal_Tour_Guide-Paris_Ile_de_France.html,Walking Tours,2 hours,"This guided tour is valid for holders of entry tickets or a Museum Pass, or for visitors that are eligible for free entrance…",Taking safety measures,Free cancellation,from,$76.93,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Tours Photo & Portraits,https://www.tripadvisor.com/AttractionProductReview-g187147-d11467845-Professional_Photo_Shoot_Walking_Tour_in_Central_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11467845-Professional_Photo_Shoot_Walking_Tour_in_Central_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/b4/14/caption.jpg?w=500&h=400&s=1,Professional Photo Shoot Walking Tour in Central Paris,216.,15,https://www.tripadvisor.com/Attraction_Review-g187147-d3735491-Reviews-Paris_Tours_Photo_Portraits-Paris_Ile_de_France.html,Walking Tours,2 hours,"Take a walking tour through the center of Paris with a professional photographer guide, who documents your sightseeing adventure…",,Free cancellation,from,$231.93,per group,More info,93% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Walks,https://www.tripadvisor.com/AttractionProductReview-g187147-d12577669-Louvre_Highlights_Tour_Mona_Lisa_Venus_de_Milo_Crown_Jewels-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12577669-Louvre_Highlights_Tour_Mona_Lisa_Venus_de_Milo_Crown_Jewels-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/97/af/caption.jpg?w=500&h=400&s=1,"Louvre Highlights Tour: Mona Lisa, Venus de Milo & Crown Jewels",217.,40,https://www.tripadvisor.com/Attraction_Review-g187147-d12251698-Reviews-Walks-Paris_Ile_de_France.html,Walking Tours,2 hours,See the best of the Louvre in just two hours with skip the line tickets so you won’t waste time waiting in line. Led by …,,Free cancellation,from,$66.75,per adult,More info,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d18935578-Seine_River_Cruise_Dinner_Cabaret_Show_at_Lido_de_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/fe/ec/caption.jpg?w=500&h=400&s=1,"Seine River Cruise, Dinner & Cabaret Show at Lido de Paris",218.,,https://www.tripadvisor.com/Attraction_Review-g226861-d13554052-Reviews-Paris_City_Tours-Rueil_Malmaison_Hauts_de_Seine_Ile_de_France.html,Theaters,3–4 hours,Travel the magical world of Bluebell Girls with their sequins and feathers during an unforgettable show of sound and lights…,Taking safety measures,Free cancellation,from,$168.57,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tootbus Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d13395476-Tootbus_Paris_Discovery_Hop_On_Hop_Off_Bus_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d13395476-Tootbus_Paris_Discovery_Hop_On_Hop_Off_Bus_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/3e/03/a4/caption.jpg?w=500&h=400&s=1,Tootbus Paris Discovery: Hop-On Hop-Off Bus Tour,219.,366,https://www.tripadvisor.com/Attraction_Review-g187147-d585912-Reviews-Tootbus_Paris-Paris_Ile_de_France.html,Bus Tours,2 days,Check out all the wonderful things Paris has to offer in a day or two when you hop on board the Tootbus Paris Discovery …,Taking safety measures,Free cancellation,from,$44.12,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Unscripted,https://www.tripadvisor.com/AttractionProductReview-g187147-d14111645-Le_Marais_Private_Walking_Tour_with_a_Local_Explore_its_Old_World_Charm-Paris_Ile_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d14111645-Le_Marais_Private_Walking_Tour_with_a_Local_Explore_its_Old_World_Charm-Paris_Ile_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/67/3f/1f/caption.jpg?w=500&h=400&s=1,"Le Marais Private Walking Tour with a Local, Explore its Old World Charm ★★★★★",220.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d15110569-Reviews-City_Unscripted-Paris_Ile_de_France.html,City Tours,3 hours,Walk the cobbled streets of one of Paris’s historic neighborhoods with one of our hosts. From royals to streetside battles…,Taking safety measures,Free cancellation,from,$143.97,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bateaux Parisiens,https://www.tripadvisor.com/AttractionProductReview-g187147-d19253389-Bistro_Parisien_3_Course_Lunch_and_Seine_River_Sightseeing_Cruise-Paris_Ile_de_Fra.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d19253389-Bistro_Parisien_3_Course_Lunch_and_Seine_River_Sightseeing_Cruise-Paris_Ile_de_Fra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/77/c1/55/caption.jpg?w=500&h=400&s=1,Bistro Parisien 3-Course-Lunch and Seine River Sightseeing Cruise,221.,12,https://www.tripadvisor.com/Attraction_Review-g187147-d654725-Reviews-Bateaux_Parisiens-Paris_Ile_de_France.html,Lunch Cruises,2–3 hours,"Climb aboard a pleasure boat for a 1-hour cruise down the River Seine, before or after your 3-course-lunch including a drink…",Taking safety measures,Free cancellation,from,$54.31,per adult,More info,,
"Trusted service by clients from all over the world,specially USA, Europe,and Canada for the last 2 decades",Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By SHUTTLE INTER,https://www.tripadvisor.com/AttractionProductReview-g196587-d18273293-Shuttle_Inter-Roissy_en_France_Val_d_Oise_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g196587-d18273293-Shuttle_Inter-Roissy_en_France_Val_d_Oise_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/32/c3/cb/caption.jpg?w=500&h=400&s=1,Shuttle Inter,222.,7,https://www.tripadvisor.com/Attraction_Review-g187147-d17862781-Reviews-SHUTTLE_INTER-Paris_Ile_de_France.html,,1–6 hours,,Taking safety measures,Free cancellation,from,$101.82,per group,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Tour Club,https://www.tripadvisor.com/AttractionProductReview-g187147-d21167527-Climb_to_the_Eiffel_Tower_s_Second_Floor_with_Experienced_Guide-Paris_Ile_de_Franc.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21167527-Climb_to_the_Eiffel_Tower_s_Second_Floor_with_Experienced_Guide-Paris_Ile_de_Franc.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/19/c2/0f/caption.jpg?w=500&h=400&s=1,Climb to the Eiffel Tower's Second Floor with Experienced Guide,223.,5,https://www.tripadvisor.com/Attraction_Review-g187147-d21143274-Reviews-Paris_Tour_Club-Paris_Ile_de_France.html,City Tours,2 hours,Explore one of the marvels of the world with our experienced guide while climbing to the 2nd floor of the Eiffel Tower. …,Taking safety measures,Free cancellation,from,$36.20,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446385-Giverny_and_Monet_House_Half_Day_Guided_From_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446385-Giverny_and_Monet_House_Half_Day_Guided_From_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/5b/e2/caption.jpg?w=500&h=400&s=1,Giverny and Monet House Half-Day Guided From Paris,224.,32,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,5 hours,Like nature? Love Impressionism? Read on! Let us whisk you away on a half-day trip to the village of Giverny where Monet…,Taking safety measures,Free cancellation,from,$90.84,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446379-Loire_Valley_Day_Trip_with_Chenonceau_Chambord_and_Cheverny_Castles_from_Paris-Par.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446379-Loire_Valley_Day_Trip_with_Chenonceau_Chambord_and_Cheverny_Castles_from_Paris-Par.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/54/b4/caption.jpg?w=500&h=400&s=1,"Loire Valley Day Trip with Chenonceau, Chambord and Cheverny Castles from Paris",225.,61,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,6+ hours,"Majestic castles, famous wines and Renaissance masterpieces make up this unforgettable trip to the charming Loire Valley…",Taking safety measures,Free cancellation,from,$204.67,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Babylon Tours Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11486827-Paris_City_Center_History_of_Paris_Guided_Walking_Tour_Semi_Private_8ppl_Max-Paris.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11486827-Paris_City_Center_History_of_Paris_Guided_Walking_Tour_Semi_Private_8ppl_Max-Paris.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/84/44/caption.jpg?w=500&h=400&s=1,Paris City Center History of Paris Guided Walking Tour - Semi-Private 8ppl Max,226.,24,https://www.tripadvisor.com/Attraction_Review-g187147-d3205960-Reviews-Babylon_Tours_Paris-Paris_Ile_de_France.html,City Tours,2–3 hours,"on this 2.5 hour intimate Semi-Private (8 Guest Maximum) guided tou of central Paris, Become a true flâneur – French for…",,Free cancellation,from,$94.74,per adult,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Urban Adventures,https://www.tripadvisor.com/AttractionProductReview-g187147-d12923648-Paris_Hidden_Montmartre_Small_Group_or_Private_Walking_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12923648-Paris_Hidden_Montmartre_Small_Group_or_Private_Walking_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/ee/99/caption.jpg?w=500&h=400&s=1,Paris Hidden Montmartre Small-Group or Private Walking Tour,227.,80,https://www.tripadvisor.com/Attraction_Review-g187147-d2163023-Reviews-Paris_Urban_Adventures-Paris_Ile_de_France.html,Private and Luxury,2 hours,"Explore the cobbled streets of Montmartre, the fabled 2,000-year-old district that was once home to the world’s leading …",,Free cancellation,from,$41.58,per adult,More info,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
SPECIAL OFFER,,By Catacombes tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23894936-Skip_the_Line_Eiffel_Tower_Tickets-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/10/ed/cd/caption.jpg?w=500&h=400&s=1,Skip-the-Line Eiffel Tower Tickets,228.,,https://www.tripadvisor.com/Attraction_Review-g187147-d20090917-Reviews-Catacombes_tours-Paris_Ile_de_France.html,Skyscrapers & Towers,1–4 hours,Don't miss the wonderful experience of climbing the Eiffel Tower and enjoying its incredible view of the beautiful city …,Taking safety measures,,from,$28.80,per adult,More info,,
,,,https://www.tripadvisor.com/AttractionProductReview-g187147-d11477836-Capitaine_Fracasse_Boat_3_Course_Dinner_Cruise-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11477836-Capitaine_Fracasse_Boat_3_Course_Dinner_Cruise-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/64/1c/46/caption.jpg?w=500&h=400&s=1,Capitaine Fracasse Boat 3-Course Dinner Cruise,229.,92,,Sunset Cruises,2 hours,"Discover the most beautiful city in the world and enjoy a 3-course meal surrounded by panoramic windows, and upgrade to …",Taking safety measures,,from,$78.06,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Wonders,https://www.tripadvisor.com/AttractionProductReview-g187147-d11449774-Paris_Pere_Lachaise_Cemetery_Famous_Graves_of_Paris_Walking_Tour-Paris_Ile_de_Fran.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11449774-Paris_Pere_Lachaise_Cemetery_Famous_Graves_of_Paris_Walking_Tour-Paris_Ile_de_Fran.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/52/59/c6/caption.jpg?w=500&h=400&s=1,Paris Père Lachaise Cemetery: Famous Graves of Paris Walking Tour,230.,31,https://www.tripadvisor.com/Attraction_Review-g187147-d1784427-Reviews-City_Wonders-Paris_Ile_de_France.html,Public Transportation Tours,2 hours,Visit one of the most romantic and mysterious sites in Paris on a small-group walking tour through Père Lachaise Cemetery…,,Free cancellation,from,$21.50,per adult,More info,93% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Free Cancellation up to 4 days in advance,By Experience Paris - Guided City Tour,,https://www.tripadvisor.com/AttractionProductReview-g187147-d11448350-Paris_Private_Romantic_Horse_Carriage_Ride-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/80/8f/caption.jpg?w=500&h=400&s=1,Paris Private Romantic Horse & Carriage Ride,231.,,https://www.tripadvisor.com/Attraction_Review-g187147-d1800359-Reviews-Experience_Paris_Guided_City_Tour-Paris_Ile_de_France.html,Private and Luxury,1 hour,Can you imagine a more romantic way to experience Paris than by a luxury horse and carriage? Just sit back and relax. (Routes…,,Free cancellation,from,$141.42,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By O Chateau,https://www.tripadvisor.com/AttractionProductReview-g187147-d17554172-Guided_tour_and_wine_tasting_in_a_historic_cellar_in_the_center_of_Paris-Paris_Ile.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17554172-Guided_tour_and_wine_tasting_in_a_historic_cellar_in_the_center_of_Paris-Paris_Ile.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/81/07/caption.jpg?w=500&h=400&s=1,Guided tour and wine tasting in a historic cellar in the center of Paris,232.,3,https://www.tripadvisor.com/Attraction_Review-g187147-d497418-Reviews-O_Chateau-Paris_Ile_de_France.html,,1 hour,"This visit takes place right by the Louvre, in stunning 18th century wine cellars that were once used by the King of France…",,Free cancellation,from,$39.60,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Star Florence,https://www.tripadvisor.com/AttractionProductReview-g187147-d15766718-Eiffel_Tower_1st_and_2nd_Floor_with_Ticket_for_Summit-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d15766718-Eiffel_Tower_1st_and_2nd_Floor_with_Ticket_for_Summit-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/72/e2/caption.jpg?w=500&h=400&s=1,Eiffel Tower: 1st and 2nd Floor with Ticket for Summit,233.,21,https://www.tripadvisor.com/Attraction_Review-g187147-d21250412-Reviews-Star_Florence-Paris_Ile_de_France.html,Skyscrapers & Towers,2 hours,"TOUR HIGHLIGHTS

• Discover the 1st and 2nd floor to savor the spectacular views.

• Get sensational views from the 2nd …",Taking safety measures,Free cancellation,from,$103.02,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Withlocals,https://www.tripadvisor.com/AttractionProductReview-g187147-d12133160-Louvre_Inside_Out_Private_Skip_the_Line_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12133160-Louvre_Inside_Out_Private_Skip_the_Line_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/31/4e/caption.jpg?w=500&h=400&s=1,Louvre Inside Out: Private Skip the Line Tour,234.,99,https://www.tripadvisor.com/Attraction_Review-g187147-d11616540-Reviews-Withlocals-Paris_Ile_de_France.html,Private and Luxury,2 hours,Feast your eyes on masterpieces that span from antiquity to the 20th century. Discover the best of the world famous Louvre…,,Free cancellation,from,$106.35,per adult,More info,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Free Cancellation up to 3 days in advance,By Original Food Tours Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11474215-Saint_Germain_The_Original_Chocolate_Pastries_Macaron_Tasting_Tour-Paris_Ile_de_Fr.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11474215-Saint_Germain_The_Original_Chocolate_Pastries_Macaron_Tasting_Tour-Paris_Ile_de_Fr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/fa/b4/caption.jpg?w=500&h=400&s=1,"Saint-Germain The Original Chocolate, Pastries & Macaron Tasting Tour",235.,21,https://www.tripadvisor.com/Attraction_Review-g187147-d9465625-Reviews-Original_Food_Tours_Paris-Paris_Ile_de_France.html,Walking Tours,3 hours,Chocolate walking tour of some of the best chocolatiers and pastry shops of Paris.This unique chocolate food tour explores…,,Free cancellation,from,$113.83,per adult,More info,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,,By France Tourisme - Daily tour,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460841-Louvre_Museum_Small_Group_English_Guided_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460841-Louvre_Museum_Small_Group_English_Guided_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/61/5d/93/caption.jpg?w=500&h=400&s=1,Louvre Museum Small Group English Guided Tour,236.,51,https://www.tripadvisor.com/Attraction_Review-g187147-d1549625-Reviews-France_Tourisme_Daily_tour-Paris_Ile_de_France.html,Walking Tours,2 hours,2-hour Louvre tour with a professional English speaking guide. Small group with a maximum of 6 people. Quick access at the…,Taking safety measures,,from,$92.52,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By ExperienceFirst Paris,,https://www.tripadvisor.com/AttractionProductReview-g187147-d20274499-Palace_of_Versailles_Entry_with_Train_Return_Ticket_from_Paris_and_Host-Paris_Ile_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/18/ff/caption.jpg?w=500&h=400&s=1,Palace of Versailles Entry with Train Return Ticket from Paris and Host,237.,,https://www.tripadvisor.com/Attraction_Review-g187147-d12103860-Reviews-ExperienceFirst_Paris-Paris_Ile_de_France.html,Rail Tours,5 hours,This is an absolutely stress free way to visit the Palace of Versailles and surrounding gardens. Your host will handle everything…,Taking safety measures,Free cancellation,from,$66.75,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Wheels Paris Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d16722641-Paris_by_Night_2h_Tour_in_Vintage_French_Car-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d16722641-Paris_by_Night_2h_Tour_in_Vintage_French_Car-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/7d/45/caption.jpg?w=500&h=400&s=1,Paris by Night 2h Tour in Vintage French Car,238.,16,https://www.tripadvisor.com/Attraction_Review-g187147-d11949759-Reviews-City_Wheels_Paris_Tours-Paris_Ile_de_France.html,Bus Tours,2 hours,"See Paris' heritage in vintage luxury open roof french Citroen. Explore the city during an unforgettable moment, and enjoy…",,Free cancellation,from,$281.71,per group,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Free Cancellation up to 7 days in advance,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446434-Normandy_2_Days_Discovery_Trip_with_D_Day_Beaches_Mont_St_Michel_from_Paris-Paris_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446434-Normandy_2_Days_Discovery_Trip_with_D_Day_Beaches_Mont_St_Michel_from_Paris-Paris_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/58/b5/caption.jpg?w=500&h=400&s=1,Normandy 2-Days Discovery Trip with D-Day Beaches & Mont St Michel from Paris,239.,10,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,2 days,Spend two days exploring France’s Normandy and Brittany regions on this tour from Paris with an overnight stay in Caen. …,Taking safety measures,Free cancellation,from,$579.48,per adult,More info,,
SPECIAL OFFER,,By Catacombes tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23894934-Skip_the_Line_Tickets_for_the_Catacombs_of_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/10/ed/cb/caption.jpg?w=500&h=400&s=1,Skip-the-Line Tickets for the Catacombs of Paris,240.,,https://www.tripadvisor.com/Attraction_Review-g187147-d20090917-Reviews-Catacombes_tours-Paris_Ile_de_France.html,Ancient Ruins,45–90 minutes,"Skip the purchase and access lines and scan your ticket from your mobile device.

Do not miss this incredible experience…",Taking safety measures,,from,$59.20,per adult,More info,,
9,,,,,,,,1,,8,10,,,,,,,,,
"2,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=OVZ5Xy9BdHRyYWN0aW9ucy1nMTg3MTQ3LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVBhcmlzX0lsZV9kZV9GcmFuY2UuaHRtbF9FNms%3D,,,,,,,,,,,,,,,,,
,,By WeGoTrip Paris | In-App Audio Tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23653642-Admission_Ticket_to_Fondation_Louis_Vuitton_with_Audio_Guide-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/1b/eb/d7/caption.jpg?w=500&h=400&s=1,Admission Ticket to Fondation Louis Vuitton with Audio Guide,241.,,https://www.tripadvisor.com/Attraction_Review-g187147-d23477197-Reviews-WeGoTrip_Paris_In_App_Audio_Tours-Paris_Ile_de_France.html,Skip-the-Line Tours,2 hours,Visit all the highlights of the Louis Vuitton Fondation. Learn more about one of the greatest fashion houses. Walk in Bois…,Taking safety measures,,from,$50.91,per adult,More info,,
,,By The Paris Pass,https://www.tripadvisor.com/AttractionProductReview-g187147-d12463050-The_Paris_PassR_with_75_Attractions_Museums_Tours-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12463050-The_Paris_PassR_with_75_Attractions_Museums_Tours-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/e0/9b/e0/caption.jpg?w=500&h=400&s=1,"The Paris Pass®: with 75+ Attractions, Museums & Tours",242.,100,https://www.tripadvisor.com/Attraction_Review-g187147-d18944537-Reviews-The_Paris_Pass-Paris_Ile_de_France.html,Bus Tours,2–6 days,"Discover the joy of sightseeing with The Paris Pass by Go City, a complete sightseeing package which gives you entry to …",,,from,$123.32,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446384-Fontainebleau_Vaux_le_Vicomte_Chateaux_Day_Trip_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446384-Fontainebleau_Vaux_le_Vicomte_Chateaux_Day_Trip_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/79/05/caption.jpg?w=500&h=400&s=1,Fontainebleau & Vaux le Vicomte Chateaux Day Trip from Paris,243.,25,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Bus Tours,6+ hours,See two magnificent French castles – Vaux le Vicomte and Château Fontainebleau – on a day trip from Paris! Audio-guided …,Taking safety measures,Free cancellation,from,$130.39,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Top Sights Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d19252493-See_10_Top_Paris_Sights_Fun_Guide-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d19252493-See_10_Top_Paris_Sights_Fun_Guide-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/31/93/caption.jpg?w=500&h=400&s=1,"See 10+ Top Paris Sights, Fun Guide",244.,24,https://www.tripadvisor.com/Attraction_Review-g187147-d16863783-Reviews-Paris_Top_Sights_Tours-Paris_Ile_de_France.html,Rail Tours,2–3 hours,"Leave your map behind and follow me, your English showman, who will take you on exploration of 10+ top Paris’ sights. You…",,Free cancellation,from,$39.87,per adult,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
