WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 3,iPqaD href 2,WlYyy 4,WlYyy 5,WlYyy 6,WlYyy 7,WlYyy 8,ySnDE,ccVGl,WlYyy 9,ccVGl 2,WlYyy 10
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d15126541-Private_Rijksmuseum_Tour_Rembrandt_van_Gogh_Vermeer_and_more-Amsterdam_North_Holla.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15126541-Private_Rijksmuseum_Tour_Rembrandt_van_Gogh_Vermeer_and_more-Amsterdam_North_Holla.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a5/4c/caption.jpg?w=500&h=400&s=1,"Private Rijksmuseum Tour: Rembrandt, van Gogh, Vermeer and more!",72.,25,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,96% of travelers recommend this experience,Get ready for an amazing tour in the Rijksmuseum with a skip the line ticket included. Admire the masterpieces of the best…,from,$101.82,per adult,More info
,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447695-Bruges_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447695-Bruges_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/0c/99/caption.jpg?w=500&h=400&s=1,Bruges Full-Day Tour from Amsterdam,73.,90,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,Discover Bruges – one of the most captivating cities in Belgium – on this day trip from Amsterdam. After traveling to Bruges…,from,$84.85,per adult,More info
,,By 360 Amsterdam Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d18926568-Rijksmuseum_Amsterdam_Skip_the_line_Ticket_With_Guided_Museum_Tour-Amsterdam_North.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18926568-Rijksmuseum_Amsterdam_Skip_the_line_Ticket_With_Guided_Museum_Tour-Amsterdam_North.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ab/68/d7/caption.jpg?w=500&h=400&s=1,Rijksmuseum Amsterdam Skip-the-line Ticket With Guided Museum Tour,74.,9,https://www.tripadvisor.com/Attraction_Review-g188590-d6454312-Reviews-360_Amsterdam_Tours-Amsterdam_North_Holland_Province.html,Private and Luxury,2 hours,Taking safety measures,,,"During this 120-minute art tour, through the permanent collection in the Rijksmuseum, you will explore how the artists Vermeer…",from,$54.87,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tour de BonTon,https://www.tripadvisor.com/AttractionProductReview-g188590-d17475413-Amsterdam_Brothel_Tour_with_Sex_Worker_Guide-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17475413-Amsterdam_Brothel_Tour_with_Sex_Worker_Guide-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/3a/8a/c7/caption.jpg?w=500&h=400&s=1,Amsterdam: Brothel Tour with Sex Worker Guide,75.,121,https://www.tripadvisor.com/Attraction_Review-g188590-d17322720-Reviews-Tour_de_BonTon-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Free cancellation,,99% of travelers recommend this experience,Discover Amsterdam’s best kept secret and get an exclusive behind-the-scenes tour at Amsterdam’s most famous high-end strip…,from,$22.06,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By THIS IS HOLLAND,https://www.tripadvisor.com/AttractionProductReview-g188590-d12912624-Ticket_to_The_Ultimate_5D_Flight_Experience_at_THIS_IS_HOLLAND-Amsterdam_North_Hol.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12912624-Ticket_to_The_Ultimate_5D_Flight_Experience_at_THIS_IS_HOLLAND-Amsterdam_North_Hol.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/2c/c1/2e/caption.jpg?w=500&h=400&s=1,Ticket to The Ultimate 5D Flight Experience at THIS IS HOLLAND,76.,903,https://www.tripadvisor.com/Attraction_Review-g188590-d12684041-Reviews-THIS_IS_HOLLAND-Amsterdam_North_Holland_Province.html,Attractions & Museums,1 hour,Taking safety measures,Free cancellation,93% of travelers recommend this experience,"Always dreamed of flying over the Netherlands? Now you can!

Experience a spectacular 5D Flight Experience over many must…",from,$19.23,per adult,More info
,,By Fun Amsterdam Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d20078820-Luxury_Boat_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d20078820-Luxury_Boat_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/47/0e/5d/caption.jpg?w=500&h=400&s=1,Party Cruise With Open Bar and Nightclub Entrance,77.,4,https://www.tripadvisor.com/Attraction_Review-g188590-d3734960-Reviews-Fun_Amsterdam_Tours-Amsterdam_North_Holland_Province.html,Day Cruises,1–2 hours,Free cancellation,,,Enjoy a real Amsterdam experience on an easygoing cruise on a brand new boat. Take in the breathtaking sights of Amsterdam…,from,$44.12,per adult,More info
,,By Secret Food Tours Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d19499633-Private_Tour_Secret_Food_Tours_Amsterdam_Jordaan-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19499633-Private_Tour_Secret_Food_Tours_Amsterdam_Jordaan-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/9b/b4/caption.jpg?w=500&h=400&s=1,Private Tour: Secret Food Tours Amsterdam Jordaan,78.,6,https://www.tripadvisor.com/Attraction_Review-g188590-d14760991-Reviews-Secret_Food_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,Walking Tours,3 hours,,,,"By booking Secret Food Tours Amsterdam, we will take you to places the locals eat, introduce you to new food experiences…",from,$128.81,per adult,More info
,,By Self-Guided Tours in Amsterdam,,https://www.tripadvisor.com/AttractionProductReview-g188590-d23660745-Skip_the_Line_to_the_Van_Gogh_Museum_and_Access_to_the_Tours_in_Amsterdam-Amsterda.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7c/a8/0c/caption.jpg?w=500&h=400&s=1,Skip the Line to the Van Gogh Museum and Access to the Tours in Amsterdam,79.,,https://www.tripadvisor.com/Attraction_Review-g188590-d23564978-Reviews-Self_Guided_Tours_in_Amsterdam-Amsterdam_North_Holland_Province.html,Skip-the-Line Tours,2–3 hours,Taking safety measures,Free cancellation,,"With this tour you will skip the frequently extensive line and start exploring the museum at your own pace.

The multimedia…",from,$39.60,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Lovers Canal Cruises,https://www.tripadvisor.com/AttractionProductReview-g188590-d19279494-Amsterdam_Evening_Canal_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19279494-Amsterdam_Evening_Canal_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/99/3b/caption.jpg?w=500&h=400&s=1,Amsterdam Evening Canal Cruise,80.,10,https://www.tripadvisor.com/Attraction_Review-g188590-d2234858-Reviews-Lovers_Canal_Cruises-Amsterdam_North_Holland_Province.html,Day Cruises,1 hour,Taking safety measures,Free cancellation,90% of travelers recommend this experience,Visit Amsterdam and see the city from another perspective with a fantastic Amsterdam evening canal cruise! Discover the …,from,$15.84,per adult,More info
,,By Buendia Tours,https://www.tripadvisor.com/AttractionProductReview-g188644-d16804737-Bus_day_trip_to_Amsterdam_from_Brussels-Brussels.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188644-d16804737-Bus_day_trip_to_Amsterdam_from_Brussels-Brussels.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/01/65/5e/caption.jpg?w=500&h=400&s=1,Bus day trip to Amsterdam from Brussels,81.,8,https://www.tripadvisor.com/Attraction_Review-g188644-d2359647-Reviews-Buendia_Tours-Brussels.html,Full-day Tours,6+ hours,Free cancellation,,,"Tour from Brussels to Amsterdam in one day; with this day trip discover The Netherlands, the country of cheese, windmills…",from,$65.62,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480201-Amsterdam_Red_Light_District_Private_Tour_with_a_Local-Amsterdam_North_Holland_Pro.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480201-Amsterdam_Red_Light_District_Private_Tour_with_a_Local-Amsterdam_North_Holland_Pro.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a2/4c/caption.jpg?w=500&h=400&s=1,Amsterdam Red Light District Private Tour with a Local,82.,73,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,City Tours,2 hours,Taking safety measures,Free cancellation,98% of travelers recommend this experience,"Discover Amsterdam's notorious Red Light District during your 2-hour private tour with a local host, who will guide you …",from,$48.65,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d14163332-Private_Amsterdam_Tour_Through_the_Eyes_of_van_Gogh-Amsterdam_North_Holland_Provin.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d14163332-Private_Amsterdam_Tour_Through_the_Eyes_of_van_Gogh-Amsterdam_North_Holland_Provin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a1/ab/caption.jpg?w=500&h=400&s=1,Private Amsterdam Tour: Through the Eyes of van Gogh,83.,10,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,"On this amazing private experience, you'll get to know all about van Gogh: from the best stories of his life to his brilliant…",from,$99.56,per adult,More info
LIKELY TO SELL OUT*,,By Stromma Netherlands,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447652-Amsterdam_Evening_Canal_Cruise_Including_Pizza_and_Drinks-Amsterdam_North_Holland_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447652-Amsterdam_Evening_Canal_Cruise_Including_Pizza_and_Drinks-Amsterdam_North_Holland_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/18/d3/caption.jpg?w=500&h=400&s=1,Amsterdam Evening Canal Cruise Including Pizza and Drinks,84.,132,https://www.tripadvisor.com/Attraction_Review-g188590-d10242008-Reviews-Stromma_Netherlands-Amsterdam_North_Holland_Province.html,Day Cruises,1–2 hours,Taking safety measures,Free cancellation,,Discover the canals of Amsterdam during a 1.5-hour sightseeing cruise while enjoying a tasty pizza! This is a great and …,from,$39.60,per adult,More info
LIKELY TO SELL OUT*,,By Flying Dutch Boats,https://www.tripadvisor.com/AttractionProductReview-g188590-d19915094-Amsterdam_Canal_Cruise_in_Classic_Salon_Boat_With_Drinks_and_Cheese-Amsterdam_Nort.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19915094-Amsterdam_Canal_Cruise_in_Classic_Salon_Boat_With_Drinks_and_Cheese-Amsterdam_Nort.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a1/c6/04/caption.jpg?w=500&h=400&s=1,Amsterdam Canal Cruise in Classic Salon Boat With Drinks and Cheese,85.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d12691954-Reviews-Flying_Dutch_Boats-Amsterdam_North_Holland_Province.html,Day Cruises,1–2 hours,Free cancellation,,,"During our all-inclusive 75 minutes cruise, we will explore the city together. We will tell you about the famous sights …",from,$33.38,per adult,More info
,,By Dutch Tours and Transfers,https://www.tripadvisor.com/AttractionProductReview-g1840814-d17516109-Amsterdam_Layover_Airport_Transit_City_Tour-Schiphol_Haarlemmermeer_North_Holland.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1840814-d17516109-Amsterdam_Layover_Airport_Transit_City_Tour-Schiphol_Haarlemmermeer_North_Holland.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/53/f4/1a/caption.jpg?w=500&h=400&s=1,Amsterdam Layover: Airport Transit City Tour,86.,2,https://www.tripadvisor.com/Attraction_Review-g188590-d15656088-Reviews-Dutch_Tours_and_Transfers-Amsterdam_North_Holland_Province.html,Bus Tours,3 hours,Taking safety measures,Free cancellation,,"Make the most of your layover at Amsterdam airport and explore the city instead of waiting at Schiphol. In a few hours, …",from,$292.40,per group,More info
,,By VIP Travel Services,,https://www.tripadvisor.com/AttractionProductReview-g188590-d14141096-Private_full_day_Sightseeing_tour_to_Ghent_and_Bruges_from_Amsterdam-Amsterdam_Nor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/17/74/caption.jpg?w=500&h=400&s=1,Private full day Sightseeing tour to Ghent and Bruges from Amsterdam,87.,,https://www.tripadvisor.com/Attraction_Review-g188590-d12432217-Reviews-VIP_Travel_Services-Amsterdam_North_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,,Enjoy one of Belgium’s most incredible cities on this Ghent and Bruges private day trip from Amsterdam. This tour is flexibel…,from,$461.60,per adult,More info
,,By VIP Travel Services,https://www.tripadvisor.com/AttractionProductReview-g188590-d14174175-Private_tour_to_the_Windmills_Cheese_and_Clogs_and_Volendam_from_Amsterdam-Amsterd.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d14174175-Private_tour_to_the_Windmills_Cheese_and_Clogs_and_Volendam_from_Amsterdam-Amsterd.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/c2/3d/caption.jpg?w=500&h=400&s=1,"Private tour to the Windmills, Cheese and Clogs and Volendam from Amsterdam",88.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d12432217-Reviews-VIP_Travel_Services-Amsterdam_North_Holland_Province.html,Bus Tours,5 hours,Taking safety measures,Free cancellation,,"Enjoy a half day Sightseeing tour to the windmills, Irene Hoeve where they make wooden shoes and Volendam. You will visit…",from,$215.58,per adult,More info
,,By The Upside Down Amsterdam,,https://www.tripadvisor.com/AttractionProductReview-g188590-d21253906-The_Upside_Down_Amsterdam_Admission_Ticket-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/12/5c/6a/caption.jpg?w=500&h=400&s=1,The Upside Down Amsterdam Admission Ticket,89.,,https://www.tripadvisor.com/Attraction_Review-g188590-d21175390-Reviews-The_Upside_Down_Amsterdam-Amsterdam_North_Holland_Province.html,Attractions & Museums,1 hour,Taking safety measures,,,The Upside Down Amsterdam the largest Instagram Experience of Europa with 25rooms/installations a Walhalla for all your …,from,$28.23,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Friendship Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11990333-Luxury_Canal_Cruise_Amsterdam_Tourguide_included-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11990333-Luxury_Canal_Cruise_Amsterdam_Tourguide_included-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c8/a1/07/caption.jpg?w=500&h=400&s=1,Luxury Canal Cruise Amsterdam: Tourguide included,90.,"1,582",https://www.tripadvisor.com/Attraction_Review-g188590-d6219557-Reviews-Friendship_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Free cancellation,,97% of travelers recommend this experience,"With this canal cruise tour, you will enjoy Amsterdam on our luxury and trendy open and covered boats. The captain and hostess…",from,$20.36,per adult,More info
3,,,,,,,,2,,4,,,,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=RGgxXy9BdHRyYWN0aW9ucy1nMTg4NTkwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUFtc3RlcmRhbV9Ob3J0aF9Ib2xsYW5kX1Byb3ZpbmNlLmh0bWxfamZH,,,,,,,,,,,,,,,,
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Flagship Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17460657-Luxury_Canal_Tour_with_Local_Live_Guide_Sightseeing_from_Rijkmuseum-Amsterdam_Nort.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17460657-Luxury_Canal_Tour_with_Local_Live_Guide_Sightseeing_from_Rijkmuseum-Amsterdam_Nort.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d1/ef/a7/caption.jpg?w=500&h=400&s=1,Luxury Canal Tour with Local Live Guide - Sightseeing - from Rijkmuseum,91.,272,https://www.tripadvisor.com/Attraction_Review-g188590-d13998700-Reviews-Flagship_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Taking safety measures,Free cancellation,100% of travelers recommend this experience,We depart from the Rijksmuseum and sail through a beautiful area that was created by the Dutch in the 18th century. From…,from,$22.06,per adult,More info
,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447681-Amsterdam_Hop_On_Hop_Off_Bus_Tour_with_Boat_Option-Amsterdam_North_Holland_Provinc.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447681-Amsterdam_Hop_On_Hop_Off_Bus_Tour_with_Boat_Option-Amsterdam_North_Holland_Provinc.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/54/db/6a/caption.jpg?w=500&h=400&s=1,Amsterdam: Hop-On Hop-Off Bus Tour with Boat Option,92.,342,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Bus Tours,1–2 hours,Taking safety measures,Free cancellation,,"There is no better way to see Amsterdam than on a double-decker, hop-on hop-off bus! See top Amsterdam attractions on this…",from,$23.76,per adult,More info
,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447694-Brussels_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447694-Brussels_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/26/1f/caption.jpg?w=500&h=400&s=1,Brussels Full-Day Tour from Amsterdam,93.,12,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,"With Belgian beer, chocolate and art, Belgium has something of interest for every visitor. Check out Brussels, on this day…",from,$84.85,per adult,More info
,,By Tour Company,,https://www.tripadvisor.com/AttractionProductReview-g188590-d17776492-Keukenhof_and_Zaanse_Schans_Guided_Day_Tour_with_5D_Flight_over_Holland-Amsterdam_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9c/92/2e/caption.jpg?w=500&h=400&s=1,Keukenhof and Zaanse Schans Guided Day Tour with 5D Flight over Holland,94.,,https://www.tripadvisor.com/Attraction_Review-g188590-d8863653-Reviews-Tour_Company-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,"See all the Dutch icons such as the tulips in the Keukenhof, windmills, cheese and clogs at the Zaanse Schans.

Experience…",from,$104.65,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Blue Boat Company,https://www.tripadvisor.com/AttractionProductReview-g188590-d11457743-Blue_Boat_Company_Amsterdam_Canal_Cruise_and_Van_Gogh_Museum-Amsterdam_North_Holla.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11457743-Blue_Boat_Company_Amsterdam_Canal_Cruise_and_Van_Gogh_Museum-Amsterdam_North_Holla.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b8/ae/64/caption.jpg?w=500&h=400&s=1,Blue Boat Company Amsterdam Canal Cruise and Van Gogh Museum,95.,30,https://www.tripadvisor.com/Attraction_Review-g188590-d1792870-Reviews-Blue_Boat_Company-Amsterdam_North_Holland_Province.html,Canal Cruises,6+ hours,Taking safety measures,Free cancellation,96% of travelers recommend this experience,"Amsterdam is best viewed from the water and during this 75-minute canal cruise, you'll understand why. You'll experience…",from,$39.60,per adult,More info
,,By Private Day Tours Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17400142-Visit_the_Girl_with_the_Pearl_Earing_The_Hague_Delft_City-Amsterdam_North_Holland_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17400142-Visit_the_Girl_with_the_Pearl_Earing_The_Hague_Delft_City-Amsterdam_North_Holland_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/27/c4/caption.jpg?w=500&h=400&s=1,"Visit the Girl with the Pearl Earing, The Hague & Delft City",96.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d5050877-Reviews-Private_Day_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,"Your professional and certified guide will drive you directly to the Mauritshuis, located in the centre of The Hague. Your…",from,$277.18,per adult,More info
,,By Zaan Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d11455432-Zaanse_Schans_Private_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11455432-Zaanse_Schans_Private_Tour_from_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bd/1b/0e/caption.jpg?w=500&h=400&s=1,Zaanse Schans Private Tour from Amsterdam,97.,5,https://www.tripadvisor.com/Attraction_Review-g188600-d6600264-Reviews-Zaan_Tours-Zaandam_North_Holland_Province.html,Ports of Call Tours,3 hours,Taking safety measures,Free cancellation,,Explore Zaanse Schans on this 3-hour private tour from Amsterdam to the Dutch countryside and also visit a wooden-shoe workshop…,from,$147.08,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Romantic Tour Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d23149156-Private_Romantic_Night_Canal_Cruise_in_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d23149156-Private_Romantic_Night_Canal_Cruise_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a1/69/30/caption.jpg?w=500&h=400&s=1,Private Romantic Night Canal Cruise in Amsterdam,98.,15,https://www.tripadvisor.com/Attraction_Review-g188590-d12439906-Reviews-Romantic_Tour_Amsterdam-Amsterdam_North_Holland_Province.html,Night Cruises,50 minutes,Taking safety measures,Free cancellation,100% of travelers recommend this experience,"On this Amsterdam night canal tour, we will take you on a little adventure through this intimate landscape. Picture yourself…",from,$186.67,per group,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Henri Willig Cheese Farm Store - Amsterdams Kaashuis,https://www.tripadvisor.com/AttractionProductReview-g188590-d15567363-Amsterdam_Cheese_Tasting_with_Wine_and_Beer_Pairing-Amsterdam_North_Holland_Provin.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15567363-Amsterdam_Cheese_Tasting_with_Wine_and_Beer_Pairing-Amsterdam_North_Holland_Provin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/fa/00/b7/caption.jpg?w=500&h=400&s=1,Amsterdam Cheese Tasting with Wine and Beer Pairing,99.,30,https://www.tripadvisor.com/Attraction_Review-g188590-d2622074-Reviews-Henri_Willig_Cheese_Farm_Store_Amsterdams_Kaashuis-Amsterdam_North_Holland_Provin.html,Walking Tours,45 minutes,Taking safety measures,Free cancellation,93% of travelers recommend this experience,Experience the famous Dutch cheeses during the Cheese Tasting by Henri Willig. In the heart of Amsterdam next to Rembrandtplein…,from,$19.80,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Private Boat Tours Amsterdam & Private Dinner Cruise | Grachtenfahrt - Boatboys,https://www.tripadvisor.com/AttractionProductReview-g188590-d21161480-Private_Dinner_Cruise_Amsterdam_2hrs_boat_tour_incl_drinks_2_course_dinner-Amsterd.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d21161480-Private_Dinner_Cruise_Amsterdam_2hrs_boat_tour_incl_drinks_2_course_dinner-Amsterd.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9c/e2/da/caption.jpg?w=500&h=400&s=1,Private Dinner Cruise Amsterdam - 2hrs boat tour incl. drinks & 2-course dinner,100.,20,https://www.tripadvisor.com/Attraction_Review-g188590-d17599041-Reviews-Private_Boat_Tours_Amsterdam_Private_Dinner_Cruise_Grachtenfahrt_Boatboys-Amster.html,Coffee Cruises,2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,The private dinner cruise is the perfect experience for those who would like to enjoy a unique dining experience in an intimate…,from,$367.69,per adult,More info
,,By Welcome,,https://www.tripadvisor.com/AttractionProductReview-g188590-d19585951-Private_Half_Day_Trip_From_Amsterdam_to_The_Tulip_Fields_in_Keukenhof-Amsterdam_No.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/08/ea/caption.jpg?w=500&h=400&s=1,Private Half-Day Trip From Amsterdam to The Tulip Fields in Keukenhof,101.,,https://www.tripadvisor.com/Attraction_Review-g188590-d13564398-Reviews-Welcome-Amsterdam_North_Holland_Province.html,Luxury Car Tours,4 hours,Free cancellation,,,Grab the opportunity and make the most out of your stay in Amsterdam by discovering the best this destination has to offer…,from,$123.39,per adult,More info
