WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,iPqaD href 3,dugSS src 2,WlYyy 3,iPqaD,iPqaD href 5,WlYyy 4,dkvhj,WlYyy 6
9,https://www.tripadvisor.com/Attraction_Review-g1940497-d12402829-Reviews-OASIS_Mall-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d1/c5/aa/food-court-options.jpg?w=500&h=400&s=1,OASIS Mall,31.,https://www.tripadvisor.com/Attraction_Review-g1940497-d12402829-Reviews-OASIS_Mall-Muscat_Muscat_Governorate.html#REVIEWS,Shopping Malls,,,,,,,,Open now
21,https://www.tripadvisor.com/Attraction_Review-g1940497-d3669516-Reviews-Al_Ansab_Wetland-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/55/7c/01/view-from-ansab-dam.jpg?w=500&h=400&s=1,Al Ansab Wetland,32.,https://www.tripadvisor.com/Attraction_Review-g1940497-d3669516-Reviews-Al_Ansab_Wetland-Muscat_Muscat_Governorate.html#REVIEWS,Nature & Wildlife Areas,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g1940497-d5496557-Reviews-Centre_for_Omani_Dress_at_Bait_Al_Zubair-Muscat_Muscat_Governorate.html,,Centre for Omani Dress at Bait Al Zubair,33.,https://www.tripadvisor.com/Attraction_Review-g1940497-d5496557-Reviews-Centre_for_Omani_Dress_at_Bait_Al_Zubair-Muscat_Muscat_Governorate.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,Open now
10,https://www.tripadvisor.com/Attraction_Review-g1940497-d15812159-Reviews-Al_Araimi_Boulevard-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/45/1f/b1/front-entrance.jpg?w=500&h=400&s=1,Al Araimi Boulevard,34.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15812159-Reviews-Al_Araimi_Boulevard-Muscat_Muscat_Governorate.html#REVIEWS,Shopping Malls,https://www.tripadvisor.com/Profile/monu483,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,By,monu483,https://www.tripadvisor.com/ShowUserReviews-g1940497-d15812159-r649050412-Al_Araimi_Boulevard-Muscat_Muscat_Governorate.html,There isn't many shops open yet but the,mall,Open now
19,https://www.tripadvisor.com/Attraction_Review-g1940497-d8854429-Reviews-Bait_Adam_Museum-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a5/98/30/bait-adam-museum.jpg?w=500&h=400&s=1,Bait Adam Museum,35.,https://www.tripadvisor.com/Attraction_Review-g1940497-d8854429-Reviews-Bait_Adam_Museum-Muscat_Muscat_Governorate.html#REVIEWS,History Museums,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g1940497-d3960799-Reviews-Algehfi_Valley-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b2/94/18/algehfi-valley.jpg?w=500&h=400&s=1,Algehfi Valley,36.,https://www.tripadvisor.com/Attraction_Review-g1940497-d3960799-Reviews-Algehfi_Valley-Muscat_Muscat_Governorate.html#REVIEWS,Nature & Wildlife Areas,,,,,,,,
28,https://www.tripadvisor.com/Attraction_Review-g1940497-d1945345-Reviews-Aquarium_and_Marine_Science_Fisheries_Centre-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/20/5b/56/food.jpg?w=500&h=400&s=1,Aquarium and Marine Science & Fisheries Centre,37.,https://www.tripadvisor.com/Attraction_Review-g1940497-d1945345-Reviews-Aquarium_and_Marine_Science_Fisheries_Centre-Muscat_Muscat_Governorate.html#REVIEWS,Castles • Aquariums,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g1940497-d8591680-Reviews-Oman_Photography_Club-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ab/e6/3f/caption.jpg?w=500&h=400&s=1,Oman Photography Club,38.,https://www.tripadvisor.com/Attraction_Review-g1940497-d8591680-Reviews-Oman_Photography_Club-Muscat_Muscat_Governorate.html#REVIEWS,Art Galleries,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g1940497-d9735011-Reviews-Ghubra_Lake_Park-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/5b/c6/7c/ghubra-lake-park.jpg?w=500&h=400&s=1,Ghubra Lake Park,39.,https://www.tripadvisor.com/Attraction_Review-g1940497-d9735011-Reviews-Ghubra_Lake_Park-Muscat_Muscat_Governorate.html#REVIEWS,Bodies of Water • Beaches,,,,,,,,
47,https://www.tripadvisor.com/Attraction_Review-g1940497-d3874746-Reviews-Omani_French_Museum-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/bd/04/6d/panneau-indiquant-le.jpg?w=500&h=-1&s=1,Omani - French Museum,40.,https://www.tripadvisor.com/Attraction_Review-g1940497-d3874746-Reviews-Omani_French_Museum-Muscat_Muscat_Governorate.html#REVIEWS,Speciality Museums,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g1940497-d16847910-Reviews-Mutrah_Geotrek-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/22/85/b1/the-best-views-in-mutrah.jpg?w=500&h=-1&s=1,Mutrah Geotrek,41.,https://www.tripadvisor.com/Attraction_Review-g1940497-d16847910-Reviews-Mutrah_Geotrek-Muscat_Muscat_Governorate.html#REVIEWS,Scenic Walking Areas,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g1940497-d4259507-Reviews-PDO_Planetarium-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/00/2d/c0/pdo-planetarium.jpg?w=500&h=-1&s=1,PDO Planetarium,42.,https://www.tripadvisor.com/Attraction_Review-g1940497-d4259507-Reviews-PDO_Planetarium-Muscat_Muscat_Governorate.html#REVIEWS,Speciality Museums,,,,,,,,Open now
4,https://www.tripadvisor.com/Attraction_Review-g1940497-d19063633-Reviews-The_Wave-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/23/05/17/the-photo-was-taken-by.jpg?w=500&h=-1&s=1,The Wave,43.,https://www.tripadvisor.com/Attraction_Review-g1940497-d19063633-Reviews-The_Wave-Muscat_Muscat_Governorate.html#REVIEWS,Marinas,,,,,,,,Open now
6,https://www.tripadvisor.com/Attraction_Review-g1940497-d13218106-Reviews-Bait_Al_Maqham_Castle-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a9/42/a7/castle-in-muttrah-maskat.jpg?w=500&h=-1&s=1,Bait Al Maqham Castle,44.,https://www.tripadvisor.com/Attraction_Review-g1940497-d13218106-Reviews-Bait_Al_Maqham_Castle-Muscat_Muscat_Governorate.html#REVIEWS,Castles,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g1940497-d10440680-Reviews-Mascut_Ruwi_China_mall-Muscat_Muscat_Governorate.html,,Mascut Ruwi China mall,45.,https://www.tripadvisor.com/Attraction_Review-g1940497-d10440680-Reviews-Mascut_Ruwi_China_mall-Muscat_Muscat_Governorate.html#REVIEWS,Shopping Malls,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g1940497-d15009323-Reviews-Majlis_Al_Henna-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/19/78/af/getlstd-property-photo.jpg?w=500&h=-1&s=1,Majlis Al Henna,46.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15009323-Reviews-Majlis_Al_Henna-Muscat_Muscat_Governorate.html#REVIEWS,Neighborhoods,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g1940497-d3545903-Reviews-Bait_Muzna_Gallery-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9a/7f/c6/bait-muzna-gallery.jpg?w=500&h=-1&s=1,Bait Muzna Gallery,47.,https://www.tripadvisor.com/Attraction_Review-g1940497-d3545903-Reviews-Bait_Muzna_Gallery-Muscat_Muscat_Governorate.html#REVIEWS,Art Galleries,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g1940497-d15655897-Reviews-Castle_Of_Beauty_Salon_Spa-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/04/44/db/brazilian-smoothing-protein.jpg?w=500&h=400&s=1,Castle Of Beauty Salon & Spa,48.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15655897-Reviews-Castle_Of_Beauty_Salon_Spa-Muscat_Muscat_Governorate.html#REVIEWS,Spas,https://www.tripadvisor.com/Profile/pepperberry888,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,By,pepperberry888,https://www.tripadvisor.com/ShowUserReviews-g1940497-d15655897-r686286488-Castle_Of_Beauty_Salon_Spa-Muscat_Muscat_Governorate.html,Best,Moroccan Bath,
1,https://www.tripadvisor.com/Attraction_Review-g1940497-d19097593-Reviews-Stal_Gallery_Studio-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/73/4e/6c/getlstd-property-photo.jpg?w=500&h=400&s=1,Stal Gallery & Studio,49.,https://www.tripadvisor.com/Attraction_Review-g1940497-d19097593-Reviews-Stal_Gallery_Studio-Muscat_Muscat_Governorate.html#REVIEWS,Art Galleries,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g1940497-d19175309-Reviews-Oman_Convention_Exhibition_Centre-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bf/82/18/mix-photo-muscat.jpg?w=500&h=400&s=1,Oman Convention & Exhibition Centre,50.,https://www.tripadvisor.com/Attraction_Review-g1940497-d19175309-Reviews-Oman_Convention_Exhibition_Centre-Muscat_Muscat_Governorate.html#REVIEWS,Convention Centers,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g1940497-d3823269-Reviews-MuscArt-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/3d/32/87/muscart.jpg?w=500&h=400&s=1,MuscArt,51.,https://www.tripadvisor.com/Attraction_Review-g1940497-d3823269-Reviews-MuscArt-Muscat_Muscat_Governorate.html#REVIEWS,Art Galleries,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g1940497-d19798651-Reviews-Rashid_Alkindi_Art_Gallery-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6b/70/7d/getlstd-property-photo.jpg?w=500&h=400&s=1,Rashid Alkindi Art Gallery,52.,,Art Galleries,,,,,,,,Open now
897,https://www.tripadvisor.com/Attraction_Review-g1940497-d8617192-Reviews-Sunshine_Tours_Oman-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a1/df/fa/logo.jpg?w=500&h=400&s=1,Sunshine Tours Oman,53.,https://www.tripadvisor.com/Attraction_Review-g1940497-d8617192-Reviews-Sunshine_Tours_Oman-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Historical & Heritage Tours,https://www.tripadvisor.com/Profile/leimarjoya,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,By,leimarjoya,https://www.tripadvisor.com/ShowUserReviews-g1940497-d8617192-r814547816-Sunshine_Tours_Oman-Muscat_Muscat_Governorate.html,Fabulous day spent with a group of expats going to the mountain of,Jebel Akhdar,
191,https://www.tripadvisor.com/Attraction_Review-g1940497-d14046842-Reviews-Star_Tours_Oman-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/99/72/37/logo.jpg?w=500&h=400&s=1,Star Tours Oman,54.,https://www.tripadvisor.com/Attraction_Review-g1940497-d14046842-Reviews-Star_Tours_Oman-Muscat_Muscat_Governorate.html#REVIEWS,Multi-day Tours • Cultural Tours,https://www.tripadvisor.com/Profile/HKExplore,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,By,HKExplore,https://www.tripadvisor.com/ShowUserReviews-g1940497-d14046842-r707780290-Star_Tours_Oman-Muscat_Muscat_Governorate.html,"The tours we booked was the dhow sunset cruise, Muscat city tour, wadi Shab and the Nizwa,",Jebel Akhdar,Open now
459,https://www.tripadvisor.com/Attraction_Review-g1940497-d15572689-Reviews-MolaMola_Diving_Center-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/76/53/55/caption.jpg?w=500&h=400&s=1,MolaMola Diving Center,55.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15572689-Reviews-MolaMola_Diving_Center-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Shark Diving,https://www.tripadvisor.com/Profile/409jithink,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,By,409jithink,https://www.tripadvisor.com/ShowUserReviews-g1940497-d15572689-r803493878-MolaMola_Diving_Center-Muscat_Muscat_Governorate.html,"diving is the perfect place to get PADI certified or to book a dive trip, and Mido was an absolutely outsta...",Mola mola,Open now
293,https://www.tripadvisor.com/Attraction_Review-g1940497-d15262754-Reviews-WABAR_TOURS-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/1c/3f/e8/caption.jpg?w=500&h=-1&s=1,WABAR TOURS,56.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15262754-Reviews-WABAR_TOURS-Muscat_Muscat_Governorate.html#REVIEWS,Multi-day Tours • Private Tours,https://www.tripadvisor.com/Profile/MagDafflon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/67/6b/3d/magdalena-d.jpg?w=100&h=-1&s=1,By,MagDafflon,https://www.tripadvisor.com/ShowUserReviews-g1940497-d15262754-r823909418-WABAR_TOURS-Muscat_Muscat_Governorate.html,We spent a wonderful day in Wadi Khalid Bani and,Wahiba Sands,
76,https://www.tripadvisor.com/Attraction_Review-g1940497-d21402738-Reviews-Oman_Sharing_Tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a1/e6/5e/caption.jpg?w=500&h=400&s=1,Oman Sharing Tours,57.,https://www.tripadvisor.com/Attraction_Review-g1940497-d21402738-Reviews-Oman_Sharing_Tours-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Multi-day Tours,https://www.tripadvisor.com/Profile/joanae439,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,By,joanae439,https://www.tripadvisor.com/ShowUserReviews-g1940497-d21402738-r810384061-Oman_Sharing_Tours-Muscat_Muscat_Governorate.html,We had a fantastic weekend visiting the,wadi tiwi,
713,https://www.tripadvisor.com/Attraction_Review-g1940497-d9739459-Reviews-Wadi_Shab_Adventures-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d9/d5/7a/juma-notre-guide-lors.jpg?w=500&h=-1&s=1,Wadi Shab Adventures,58.,https://www.tripadvisor.com/Attraction_Review-g1940497-d9739459-Reviews-Wadi_Shab_Adventures-Muscat_Muscat_Governorate.html#REVIEWS,"City Tours • 4WD, ATV & Off-Road Tours",https://www.tripadvisor.com/Profile/vanessawoolley,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,By,vanessawoolley,https://www.tripadvisor.com/ShowUserReviews-g1940497-d9739459-r726366448-Wadi_Shab_Adventures-Muscat_Muscat_Governorate.html,He and,his team,Open now
426,https://www.tripadvisor.com/Attraction_Review-g1940497-d9867143-Reviews-Daymaniat_Shells-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/1d/97/a5/whaleshark-on-the-way.jpg?w=500&h=-1&s=1,Daymaniat Shells,59.,https://www.tripadvisor.com/Attraction_Review-g1940497-d9867143-Reviews-Daymaniat_Shells-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/Aussie_far_from_home,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/38/aa/2b/anon-a.jpg?w=100&h=-1&s=1,By,Aussie_far_from_home,https://www.tripadvisor.com/ShowUserReviews-g1940497-d9867143-r763467956-Daymaniat_Shells-Muscat_Muscat_Governorate.html,Fahad and his brand new (beautifully clean!) boat hosted a truly magical day of swimming with,whale sharks,Open now
228,https://www.tripadvisor.com/Attraction_Review-g1940497-d11919941-Reviews-Hormuz_Adventure-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/18/a2/2e/a-day-at-the-daymaniat.jpg?w=500&h=-1&s=1,Hormuz Adventure,60.,https://www.tripadvisor.com/Attraction_Review-g1940497-d11919941-Reviews-Hormuz_Adventure-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/670lameesa,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,By,670lameesa,https://www.tripadvisor.com/ShowUserReviews-g1940497-d11919941-r772923502-Hormuz_Adventure-Muscat_Muscat_Governorate.html,Was the best trip ever!!! Swam next to the,whale sharks,Open now
3,,,,,,1,,,2,,,4,,
601,https://www.tripadvisor.com/Attraction_Review-g1940497-d6023342-Reviews-Al_Sansool-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/21/cd/e5/logo.jpg?w=500&h=-1&s=1,Al Sansool,61.,https://www.tripadvisor.com/Attraction_Review-g1940497-d6023342-Reviews-Al_Sansool-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/marienoellem126,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ac/2e/61/marie-noelle-m.jpg?w=100&h=-1&s=1,By,marienoellem126,https://www.tripadvisor.com/ShowUserReviews-g1940497-d6023342-r578988869-Al_Sansool-Muscat_Muscat_Governorate.html,amazing awesome great experience of cruising in oman gulf with a real professional sailor,captain salim,Open now
172,https://www.tripadvisor.com/Attraction_Review-g1940497-d6436760-Reviews-Lifetime_Tours_Day_Tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/91/16/f6/getlstd-property-photo.jpg?w=500&h=-1&s=1,Lifetime Tours - Day Tours,62.,https://www.tripadvisor.com/Attraction_Review-g1940497-d6436760-Reviews-Lifetime_Tours_Day_Tours-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Cultural Tours,,,,,,,,
374,https://www.tripadvisor.com/Attraction_Review-g1940497-d2099470-Reviews-Euro_Divers-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8e/53/c4/euro-divers.jpg?w=500&h=-1&s=1,Euro Divers,63.,https://www.tripadvisor.com/Attraction_Review-g1940497-d2099470-Reviews-Euro_Divers-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling,https://www.tripadvisor.com/Profile/niell0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,By,niell0,https://www.tripadvisor.com/ShowUserReviews-g1940497-d2099470-r564217909-Euro_Divers-Muscat_Muscat_Governorate.html,Excellent,dive center,
78,https://www.tripadvisor.com/Attraction_Review-g1940497-d15745378-Reviews-Blue_Flow_Diving-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8b/c8/3f/open-water-diver-course.jpg?w=500&h=400&s=1,Blue Flow Diving,64.,https://www.tripadvisor.com/Attraction_Review-g1940497-d15745378-Reviews-Blue_Flow_Diving-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/Don_Pescatore,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,By,Don_Pescatore,https://www.tripadvisor.com/ShowUserReviews-g1940497-d15745378-r722967901-Blue_Flow_Diving-Muscat_Muscat_Governorate.html,Diving Course,Open Water,Open now
428,https://www.tripadvisor.com/Attraction_Review-g1940497-d8783146-Reviews-Muscat_Nature_Tours_Day_Tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/96/63/83/vip-transfer-services.jpg?w=500&h=400&s=1,Muscat Nature Tours - Day Tours,65.,https://www.tripadvisor.com/Attraction_Review-g1940497-d8783146-Reviews-Muscat_Nature_Tours_Day_Tours-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Cultural Tours,https://www.tripadvisor.com/Profile/76orlad,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,By,76orlad,https://www.tripadvisor.com/ShowUserReviews-g1940497-d8783146-r569670184-Muscat_Nature_Tours_Day_Tours-Muscat_Muscat_Governorate.html,Khalid was such a beautiful and peaceful Oasis surrounded by the Hajar Mountains .,Wadi Bani,
189,https://www.tripadvisor.com/Attraction_Review-g1940497-d12356088-Reviews-Qantab_Tourism-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/02/ae/b1/logo.jpg?w=500&h=400&s=1,Qantab Tourism,66.,https://www.tripadvisor.com/Attraction_Review-g1940497-d12356088-Reviews-Qantab_Tourism-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Scuba & Snorkelling,https://www.tripadvisor.com/Profile/Asma_Albalushi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f0/b8/c6/caption.jpg?w=100&h=-1&s=1,By,Asma_Albalushi,https://www.tripadvisor.com/ShowUserReviews-g1940497-d12356088-r663683610-Qantab_Tourism-Muscat_Muscat_Governorate.html,I highly rcommend going to,dolphin watching,Open now
128,https://www.tripadvisor.com/Attraction_Review-g1940497-d17398989-Reviews-GidOman-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/23/f8/6c/experience-oman.jpg?w=500&h=400&s=1,GidOman,67.,https://www.tripadvisor.com/Attraction_Review-g1940497-d17398989-Reviews-GidOman-Muscat_Muscat_Governorate.html#REVIEWS,City Tours • Adrenaline & Extreme Tours,,,,,,,,Open now
220,https://www.tripadvisor.com/Attraction_Review-g1940497-d6651163-Reviews-VS_Private_Tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e6/7e/aa/wild-flower-at-wadi-shab.jpg?w=500&h=400&s=1,VS Private Tours,68.,https://www.tripadvisor.com/Attraction_Review-g1940497-d6651163-Reviews-VS_Private_Tours-Muscat_Muscat_Governorate.html#REVIEWS,"Cultural Tours • 4WD, ATV & Off-Road Tours",https://www.tripadvisor.com/Profile/transnick,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,By,transnick,https://www.tripadvisor.com/ShowUserReviews-g1940497-d6651163-r827599437-VS_Private_Tours-Muscat_Muscat_Governorate.html,She has a true passion for,Oman,Open now
156,https://www.tripadvisor.com/Attraction_Review-g1940497-d12292716-Reviews-Tours_Oman_Private_Day_tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e6/34/05/oman-tours.jpg?w=500&h=400&s=1,Tours Oman Private Day tours,69.,https://www.tripadvisor.com/Attraction_Review-g1940497-d12292716-Reviews-Tours_Oman_Private_Day_tours-Muscat_Muscat_Governorate.html#REVIEWS,"City Tours • 4WD, ATV & Off-Road Tours",,,,,,,,
473,https://www.tripadvisor.com/Attraction_Review-g1940497-d8005545-Reviews-Extra_Divers_Qantab-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/be/8c/8b/extra-divers-qantab.jpg?w=500&h=400&s=1,Extra Divers Qantab,70.,https://www.tripadvisor.com/Attraction_Review-g1940497-d8005545-Reviews-Extra_Divers_Qantab-Muscat_Muscat_Governorate.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/g0rd0nwils0n,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,By,g0rd0nwils0n,https://www.tripadvisor.com/ShowUserReviews-g1940497-d8005545-r588695138-Extra_Divers_Qantab-Muscat_Muscat_Governorate.html,Truly a superb,dive center,Open now
374,https://www.tripadvisor.com/Attraction_Review-g1940497-d2705352-Reviews-Sidab_Sea_Tours-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f3/6d/bf/dolphin-watching-trip.jpg?w=500&h=400&s=1,Sidab Sea Tours,71.,https://www.tripadvisor.com/Attraction_Review-g1940497-d2705352-Reviews-Sidab_Sea_Tours-Muscat_Muscat_Governorate.html#REVIEWS,Boat Tours • Water Sports,https://www.tripadvisor.com/Profile/SuzieMcG,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,By,SuzieMcG,https://www.tripadvisor.com/ShowUserReviews-g1940497-d2705352-r666611516-Sidab_Sea_Tours-Muscat_Muscat_Governorate.html,Fantastic,dolphin watching,Open now
124,https://www.tripadvisor.com/Attraction_Review-g1940497-d9979122-Reviews-AFAQ_Travel_Tourism-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/51/fc/b1/tourist-at-grand-mosque.jpg?w=500&h=400&s=1,AFAQ Travel & Tourism,72.,https://www.tripadvisor.com/Attraction_Review-g1940497-d9979122-Reviews-AFAQ_Travel_Tourism-Muscat_Muscat_Governorate.html#REVIEWS,"City Tours • 4WD, ATV & Off-Road Tours",,,,,,,,Open now
92,https://www.tripadvisor.com/Attraction_Review-g1940497-d17530766-Reviews-Husaak_Adventures-Muscat_Muscat_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b1/1c/cd/caption.jpg?w=500&h=400&s=1,Husaak Adventures,73.,https://www.tripadvisor.com/Attraction_Review-g1940497-d17530766-Reviews-Husaak_Adventures-Muscat_Muscat_Governorate.html#REVIEWS,Multi-day Tours • Canyoning & Rappelling Tours,https://www.tripadvisor.com/Profile/mohahowsawi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/a9/default-avatar-2020-50.jpg?w=100&h=-1&s=1,By,mohahowsawi,https://www.tripadvisor.com/ShowUserReviews-g1940497-d17530766-r737235310-Husaak_Adventures-Muscat_Muscat_Governorate.html,with awesome people.,Amazing experience,Open now
