WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 4,iPqaD,iPqaD href 5,WlYyy 5,dkvhj,WlYyy 6
33,https://www.tripadvisor.com/Attraction_Review-g312659-d5607433-Reviews-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f2/9e/dd/birds.jpg?w=500&h=400&s=1,Rondevlei Nature Reserve,64.,https://www.tripadvisor.com/Attraction_Review-g312659-d5607433-Reviews-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html#REVIEWS,Nature & Wildlife Areas,,https://www.tripadvisor.com/Profile/Berri-Sherri,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,By,Berri-Sherri,https://www.tripadvisor.com/ShowUserReviews-g312659-d5607433-r770421291-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html,The,bird,hides are beautifully kept and maintained.
64,https://www.tripadvisor.com/Attraction_Review-g312659-d480283-Reviews-Parliament_of_the_Republic_of_South_Africa-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0c/75/69/houses-of-parliament.jpg?w=500&h=400&s=1,Parliament of the Republic of South Africa,65.,https://www.tripadvisor.com/Attraction_Review-g312659-d480283-Reviews-Parliament_of_the_Republic_of_South_Africa-Cape_Town_Central_Western_Cape.html#REVIEWS,Government Buildings,Open now,,,,,,,,
75,https://www.tripadvisor.com/Attraction_Review-g312659-d2630922-Reviews-Green_Point_Market-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/35/15/3c/souvenirs.jpg?w=500&h=400&s=1,Green Point Market,66.,https://www.tripadvisor.com/Attraction_Review-g312659-d2630922-Reviews-Green_Point_Market-Cape_Town_Central_Western_Cape.html#REVIEWS,Flea & Street Markets,,,,,,,,,
53,https://www.tripadvisor.com/Attraction_Review-g312659-d4939691-Reviews-Baxter_Theatre-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/d1/57/cd/baxter-theatre.jpg?w=500&h=400&s=1,Baxter Theatre,67.,https://www.tripadvisor.com/Attraction_Review-g312659-d4939691-Reviews-Baxter_Theatre-Cape_Town_Central_Western_Cape.html#REVIEWS,Theaters,,,,,,,,,
45,https://www.tripadvisor.com/Attraction_Review-g312659-d3246245-Reviews-Go_That_Way-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/dc/97/b2/cape-town.jpg?w=500&h=-1&s=1,Go That Way,68.,https://www.tripadvisor.com/Attraction_Review-g312659-d3246245-Reviews-Go_That_Way-Cape_Town_Central_Western_Cape.html#REVIEWS,Visitor Centers,Open now,,,,,,,,
81,https://www.tripadvisor.com/Attraction_Review-g312659-d3600164-Reviews-St_Georges_Mall-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5e/61/f8/photo3jpg.jpg?w=500&h=-1&s=1,St Georges Mall,69.,https://www.tripadvisor.com/Attraction_Review-g312659-d3600164-Reviews-St_Georges_Mall-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Walking Areas,,,,,,,,,
46,https://www.tripadvisor.com/Attraction_Review-g312659-d567410-Reviews-Diemersdal-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e9/79/c9/photo1jpg.jpg?w=500&h=-1&s=1,Diemersdal,70.,https://www.tripadvisor.com/Attraction_Review-g312659-d567410-Reviews-Diemersdal-Cape_Town_Central_Western_Cape.html#REVIEWS,Wineries & Vineyards,,,,,,,,,
89,https://www.tripadvisor.com/Attraction_Review-g312659-d310909-Reviews-Iziko_Bo_Kaap_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/61/25/4c/entrance.jpg?w=500&h=-1&s=1,Iziko Bo Kaap Museum,71.,https://www.tripadvisor.com/Attraction_Review-g312659-d310909-Reviews-Iziko_Bo_Kaap_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums • Historic Sites,Schotsche Kloof,,,,,,,,
13,https://www.tripadvisor.com/Attraction_Review-g312659-d9727663-Reviews-Hope_Distillery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/fb/bb/c4/getlstd-property-photo.jpg?w=500&h=400&s=1,Hope Distillery,72.,https://www.tripadvisor.com/Attraction_Review-g312659-d9727663-Reviews-Hope_Distillery-Cape_Town_Central_Western_Cape.html#REVIEWS,Distilleries,Open now,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g312659-d14996329-Reviews-Wijnland_Auto_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/17/39/e9/photo6jpg.jpg?w=500&h=400&s=1,Wijnland Auto Museum,73.,https://www.tripadvisor.com/Attraction_Review-g312659-d14996329-Reviews-Wijnland_Auto_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,,https://www.tripadvisor.com/Profile/WillemHWindhoek,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/9a/6d/f1/willemhwindhoek.jpg?w=100&h=-1&s=1,By,WillemHWindhoek,https://www.tripadvisor.com/ShowUserReviews-g312659-d14996329-r748532404-Wijnland_Auto_Museum-Cape_Town_Central_Western_Cape.html,It has lots of vintage,cars,as well a Convair plane.
13,https://www.tripadvisor.com/Attraction_Review-g312659-d15242973-Reviews-Eyewitness_A_Private_Collection-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/21/fd/f0/a-breathtaking-experience.jpg?w=500&h=400&s=1,Eyewitness - A Private Collection,74.,https://www.tripadvisor.com/Attraction_Review-g312659-d15242973-Reviews-Eyewitness_A_Private_Collection-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Museums,Open now,,,,,,,,
35,https://www.tripadvisor.com/Attraction_Review-g312659-d310921-Reviews-Groote_Kerk-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f2/20/b9/exterior.jpg?w=500&h=400&s=1,Groote Kerk,75.,https://www.tripadvisor.com/Attraction_Review-g312659-d310921-Reviews-Groote_Kerk-Cape_Town_Central_Western_Cape.html#REVIEWS,Religious Sites,,,,,,,,,
48,https://www.tripadvisor.com/Attraction_Review-g312659-d3427088-Reviews-Cape_Town_Science_Centre-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f1/00/07/photo5jpg.jpg?w=500&h=400&s=1,Cape Town Science Centre,76.,https://www.tripadvisor.com/Attraction_Review-g312659-d3427088-Reviews-Cape_Town_Science_Centre-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,Open now,,,,,,,,
68,https://www.tripadvisor.com/Attraction_Review-g312659-d310906-Reviews-Adderley_Street-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/16/dc/f7/adderley-street-cape.jpg?w=500&h=-1&s=1,Adderley Street,77.,https://www.tripadvisor.com/Attraction_Review-g312659-d310906-Reviews-Adderley_Street-Cape_Town_Central_Western_Cape.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g312659-d4808931-Reviews-Mountain_View_Horse_Trails-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/11/27/02/img-20190625-165845-370.jpg?w=500&h=-1&s=1,Mountain View Horse Trails,78.,https://www.tripadvisor.com/Attraction_Review-g312659-d4808931-Reviews-Mountain_View_Horse_Trails-Cape_Town_Central_Western_Cape.html#REVIEWS,Hiking Trails,Open now,https://www.tripadvisor.com/Profile/Bellabok,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,By,Bellabok,https://www.tripadvisor.com/ShowUserReviews-g312659-d4808931-r599186829-Mountain_View_Horse_Trails-Cape_Town_Central_Western_Cape.html,Lots of,animals,.
9,https://www.tripadvisor.com/Attraction_Review-g312659-d15147976-Reviews-The_Cape_Malay_Art_Exhibition_Bo_Kaap-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0e/f9/2e/the-cape-malay-art-exhibition.jpg?w=500&h=-1&s=1,The Cape Malay Art Exhibition- Bo Kaap,79.,https://www.tripadvisor.com/Attraction_Review-g312659-d15147976-Reviews-The_Cape_Malay_Art_Exhibition_Bo_Kaap-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries • Art Museums,Schotsche Kloof,,,,,,,,
39,https://www.tripadvisor.com/Attraction_Review-g312659-d10359487-Reviews-Cape_Town_Magic_Club-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ec/25/68/audience-interaction.jpg?w=500&h=400&s=1,Cape Town Magic Club,80.,https://www.tripadvisor.com/Attraction_Review-g312659-d10359487-Reviews-Cape_Town_Magic_Club-Cape_Town_Central_Western_Cape.html#REVIEWS,Theaters,,,,,,,,,
38,https://www.tripadvisor.com/Attraction_Review-g312659-d6758073-Reviews-Atlantic_Rail-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/e6/33/88/jenny.jpg?w=500&h=400&s=1,Atlantic Rail,81.,https://www.tripadvisor.com/Attraction_Review-g312659-d6758073-Reviews-Atlantic_Rail-Cape_Town_Central_Western_Cape.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,
28,https://www.tripadvisor.com/Attraction_Review-g312659-d10259554-Reviews-Green_Point_Lighthouse-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/fd/26/77/well-known-landmark-the.jpg?w=500&h=400&s=1,Green Point Lighthouse,82.,https://www.tripadvisor.com/Attraction_Review-g312659-d10259554-Reviews-Green_Point_Lighthouse-Cape_Town_Central_Western_Cape.html#REVIEWS,Lighthouses,,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g312659-d459775-Reviews-Groote_Schuur_Estate-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/48/4c/a6/from-the-back.jpg?w=500&h=400&s=1,Groote Schuur Estate,83.,https://www.tripadvisor.com/Attraction_Review-g312659-d459775-Reviews-Groote_Schuur_Estate-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Sites,,,,,,,,,
22,https://www.tripadvisor.com/Attraction_Review-g312659-d2526204-Reviews-Maynardville_Open_Air_Theatre-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a6/d6/80/mr-shakespeare-getting.jpg?w=500&h=400&s=1,Maynardville Open Air Theatre,84.,https://www.tripadvisor.com/Attraction_Review-g312659-d2526204-Reviews-Maynardville_Open_Air_Theatre-Cape_Town_Central_Western_Cape.html#REVIEWS,Theaters,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g312659-d8704089-Reviews-StateoftheART_Gallery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/53/e4/7d/super-nature-group-exhibition.jpg?w=500&h=400&s=1,StateoftheART Gallery,85.,https://www.tripadvisor.com/Attraction_Review-g312659-d8704089-Reviews-StateoftheART_Gallery-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries,Open now,,,,,,,,
29,https://www.tripadvisor.com/Attraction_Review-g312659-d567389-Reviews-Church_Square-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/44/4b/49/church-square.jpg?w=500&h=400&s=1,Church Square,86.,https://www.tripadvisor.com/Attraction_Review-g312659-d567389-Reviews-Church_Square-Cape_Town_Central_Western_Cape.html#REVIEWS,Points of Interest & Landmarks,Schotsche Kloof,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g312659-d12874307-Reviews-Donald_Greig_Gallery_Bronze_Foundry-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/0f/b1/f1/20180215-092155-largejpg.jpg?w=500&h=-1&s=1,Donald Greig Gallery & Bronze Foundry,87.,https://www.tripadvisor.com/Attraction_Review-g312659-d12874307-Reviews-Donald_Greig_Gallery_Bronze_Foundry-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries,,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g312659-d591473-Reviews-KWV-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/cc/55/4d/kwv.jpg?w=500&h=-1&s=1,KWV,88.,https://www.tripadvisor.com/Attraction_Review-g312659-d591473-Reviews-KWV-Cape_Town_Central_Western_Cape.html#REVIEWS,Wineries & Vineyards,,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g312659-d10032935-Reviews-The_African_Portrait_Art_Gallery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/80/00/f2/getlstd-property-photo.jpg?w=500&h=-1&s=1,The African Portrait Art Gallery,89.,https://www.tripadvisor.com/Attraction_Review-g312659-d10032935-Reviews-The_African_Portrait_Art_Gallery-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g312659-d10782772-Reviews-De_Waal_Park-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/6f/cd/e3/de-waal-park-oranjezicht.jpg?w=500&h=-1&s=1,De Waal Park,90.,https://www.tripadvisor.com/Attraction_Review-g312659-d10782772-Reviews-De_Waal_Park-Cape_Town_Central_Western_Cape.html#REVIEWS,Parks,City Bowl,,,,,,,,
3,,,,,,1,2,,,4,,,,,
36,https://www.tripadvisor.com/Attraction_Review-g312659-d310918-Reviews-Great_Synagogue-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/b8/26/62/great-synagogue.jpg?w=500&h=400&s=1,Great Synagogue,61.,https://www.tripadvisor.com/Attraction_Review-g312659-d310918-Reviews-Great_Synagogue-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,,,,,,,,,
69,https://www.tripadvisor.com/Attraction_Review-g312659-d2186709-Reviews-Intaka_Island-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a8/b0/0b/cruising-past-residences.jpg?w=500&h=400&s=1,Intaka Island,62.,https://www.tripadvisor.com/Attraction_Review-g312659-d2186709-Reviews-Intaka_Island-Cape_Town_Central_Western_Cape.html#REVIEWS,Nature & Wildlife Areas,,https://www.tripadvisor.com/Profile/mikeaJ3743LD,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,By,mikeaJ3743LD,https://www.tripadvisor.com/ShowUserReviews-g312659-d2186709-r629272939-Intaka_Island-Cape_Town_Central_Western_Cape.html,... Lots of bird life and well kept area Lovely bird hives to sit and mediate Then enjoy a,boat ride,aeound Centery City
154,https://www.tripadvisor.com/Attraction_Review-g312659-d311010-Reviews-South_African_National_Gallery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/4b/b4/33/img-20171116-142455-largejpg.jpg?w=500&h=400&s=1,South African National Gallery,63.,https://www.tripadvisor.com/Attraction_Review-g312659-d311010-Reviews-South_African_National_Gallery-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Museums,,,,,,,,,
33,https://www.tripadvisor.com/Attraction_Review-g312659-d5607433-Reviews-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f2/9e/dd/birds.jpg?w=500&h=400&s=1,Rondevlei Nature Reserve,64.,https://www.tripadvisor.com/Attraction_Review-g312659-d5607433-Reviews-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html#REVIEWS,Nature & Wildlife Areas,,https://www.tripadvisor.com/Profile/Berri-Sherri,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,By,Berri-Sherri,https://www.tripadvisor.com/ShowUserReviews-g312659-d5607433-r770421291-Rondevlei_Nature_Reserve-Cape_Town_Central_Western_Cape.html,The,bird,hides are beautifully kept and maintained.
64,https://www.tripadvisor.com/Attraction_Review-g312659-d480283-Reviews-Parliament_of_the_Republic_of_South_Africa-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0c/75/69/houses-of-parliament.jpg?w=500&h=400&s=1,Parliament of the Republic of South Africa,65.,https://www.tripadvisor.com/Attraction_Review-g312659-d480283-Reviews-Parliament_of_the_Republic_of_South_Africa-Cape_Town_Central_Western_Cape.html#REVIEWS,Government Buildings,Open now,,,,,,,,
4,,,,,,1,3,,,5,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g312659-d527357-Reviews-Rhodes_Cottage_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/51/a6/4e/front-of-rhode-s-cottage.jpg?w=500&h=400&s=1,Rhodes Cottage Museum,91.,https://www.tripadvisor.com/Attraction_Review-g312659-d527357-Reviews-Rhodes_Cottage_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Sites,,,,,,,,,
10,https://www.tripadvisor.com/Attraction_Review-g312659-d2005089-Reviews-Lwandle_Migrant_Labour_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/c2/23/45/lwandle-migrant-labour.jpg?w=500&h=-1&s=1,Lwandle Migrant Labour Museum,92.,https://www.tripadvisor.com/Attraction_Review-g312659-d2005089-Reviews-Lwandle_Migrant_Labour_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,Open now,,,,,,,,
49,https://www.tripadvisor.com/Attraction_Review-g312659-d2150040-Reviews-Township_Experience_Including_Lunch-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/ee/8e/99/our-group.jpg?w=500&h=-1&s=1,Township Experience Including Lunch,93.,https://www.tripadvisor.com/Attraction_Review-g312659-d2150040-Reviews-Township_Experience_Including_Lunch-Cape_Town_Central_Western_Cape.html#REVIEWS,Neighborhoods,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g312659-d14933235-Reviews-Gardens_Shopping_Centre-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/dc/d5/bb/gardens-shopping-centre.jpg?w=500&h=400&s=1,Gardens Shopping Centre,94.,https://www.tripadvisor.com/Attraction_Review-g312659-d14933235-Reviews-Gardens_Shopping_Centre-Cape_Town_Central_Western_Cape.html#REVIEWS,Shopping Malls,,,,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g312659-d11788690-Reviews-Ripley_s_Believe_It_Or_Not_Cape_Town-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7c/c7/eb/eingang.jpg?w=500&h=400&s=1,Ripley's Believe It Or Not! Cape Town,95.,https://www.tripadvisor.com/Attraction_Review-g312659-d11788690-Reviews-Ripley_s_Believe_It_Or_Not_Cape_Town-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g312659-d6454503-Reviews-Cape_Medical_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fc/8c/99/the-museum.jpg?w=500&h=-1&s=1,Cape Medical Museum,96.,https://www.tripadvisor.com/Attraction_Review-g312659-d6454503-Reviews-Cape_Medical_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g312659-d7333376-Reviews-Swartland_Winery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/4c/23/67/swartland-winery.jpg?w=500&h=400&s=1,Swartland Winery,97.,https://www.tripadvisor.com/Attraction_Review-g312659-d7333376-Reviews-Swartland_Winery-Cape_Town_Central_Western_Cape.html#REVIEWS,Wineries & Vineyards,,,,,,,,,
34,https://www.tripadvisor.com/Attraction_Review-g312659-d310924-Reviews-Iziko_Koopmans_De_Wet_House-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1a/e3/c9/iziko-koopmans-de-wet.jpg?w=500&h=400&s=1,Iziko Koopmans-De Wet House,98.,https://www.tripadvisor.com/Attraction_Review-g312659-d310924-Reviews-Iziko_Koopmans_De_Wet_House-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Sites,,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g312659-d2647069-Reviews-Fort_Goede_Hoop-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f5/ef/99/fort-goede-hoop.jpg?w=500&h=400&s=1,Fort Goede Hoop,99.,https://www.tripadvisor.com/Attraction_Review-g312659-d2647069-Reviews-Fort_Goede_Hoop-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Sites,,,,,,,,,
49,https://www.tripadvisor.com/Attraction_Review-g312659-d480285-Reviews-Southern_Suburbs-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/40/e3/58/southern-suburbs-cape.jpg?w=500&h=-1&s=1,Southern Suburbs,100.,https://www.tripadvisor.com/Attraction_Review-g312659-d480285-Reviews-Southern_Suburbs-Cape_Town_Central_Western_Cape.html#REVIEWS,Neighborhoods,,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g312659-d3701285-Reviews-Chabivin_Champagne_MCC_House-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/3b/d9/49/chabivin-champagne-mcc.jpg?w=500&h=400&s=1,Chabivin Champagne & MCC House,101.,https://www.tripadvisor.com/Attraction_Review-g312659-d3701285-Reviews-Chabivin_Champagne_MCC_House-Cape_Town_Central_Western_Cape.html#REVIEWS,Wineries & Vineyards,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g312659-d8401424-Reviews-Auwal_Mosque-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fe/0b/b1/auwal-mosque.jpg?w=500&h=400&s=1,Auwal Mosque,102.,https://www.tripadvisor.com/Attraction_Review-g312659-d8401424-Reviews-Auwal_Mosque-Cape_Town_Central_Western_Cape.html#REVIEWS,Religious Sites,Schotsche Kloof,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g312659-d7982192-Reviews-St_Mary_s_Cathedral_Parish-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/db/c0/08/st-mary-s-cathedral-parish.jpg?w=500&h=-1&s=1,St Mary's Cathedral Parish,103.,https://www.tripadvisor.com/Attraction_Review-g312659-d7982192-Reviews-St_Mary_s_Cathedral_Parish-Cape_Town_Central_Western_Cape.html#REVIEWS,Churches & Cathedrals,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g312659-d11801488-Reviews-99_Loop_Gallery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f9/b5/b0/during-exhibition-openings.jpg?w=500&h=400&s=1,99 Loop Gallery,104.,https://www.tripadvisor.com/Attraction_Review-g312659-d11801488-Reviews-99_Loop_Gallery-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries,Open now,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g312659-d7682517-Reviews-Artvark_Gallery-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a9/d8/c7/artvark-gallery.jpg?w=500&h=400&s=1,Artvark Gallery,105.,https://www.tripadvisor.com/Attraction_Review-g312659-d7682517-Reviews-Artvark_Gallery-Cape_Town_Central_Western_Cape.html#REVIEWS,Art Galleries,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g312659-d4674825-Reviews-Masque_Theatre_Gallery_Muizenberg-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d0/55/ae/enjoyable-evening-hood.jpg?w=500&h=400&s=1,"Masque Theatre, Gallery, Muizenberg",106.,https://www.tripadvisor.com/Attraction_Review-g312659-d4674825-Reviews-Masque_Theatre_Gallery_Muizenberg-Cape_Town_Central_Western_Cape.html#REVIEWS,Theaters,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g312659-d13236233-Reviews-India_Venster-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/81/63/2d/img-20171212-085337458.jpg?w=500&h=-1&s=1,India Venster,107.,https://www.tripadvisor.com/Attraction_Review-g312659-d13236233-Reviews-India_Venster-Cape_Town_Central_Western_Cape.html#REVIEWS,Hiking Trails,,,,,,,,,
6,https://www.tripadvisor.com/Attraction_Review-g312659-d14789251-Reviews-Drifter_Brewing_Company-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/96/dc/76/getlstd-property-photo.jpg?w=500&h=400&s=1,Drifter Brewing Company,108.,https://www.tripadvisor.com/Attraction_Review-g312659-d14789251-Reviews-Drifter_Brewing_Company-Cape_Town_Central_Western_Cape.html#REVIEWS,Breweries,Woodstock,,,,,,,,
9,https://www.tripadvisor.com/Attraction_Review-g312659-d4345272-Reviews-South_African_Airforce_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c5/ab/62/shackleton-preparing.jpg?w=500&h=400&s=1,South African Airforce Museum,109.,https://www.tripadvisor.com/Attraction_Review-g312659-d4345272-Reviews-South_African_Airforce_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Speciality Museums,,,,,,,,,
12,https://www.tripadvisor.com/Attraction_Review-g312659-d6701501-Reviews-Guided_Nature_Trails_Cape_Point-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/65/9b/b3/guided-nature-trails.jpg?w=500&h=400&s=1,Guided Nature Trails Cape Point,110.,https://www.tripadvisor.com/Attraction_Review-g312659-d6701501-Reviews-Guided_Nature_Trails_Cape_Point-Cape_Town_Central_Western_Cape.html#REVIEWS,Hiking Trails,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g312659-d14972961-Reviews-Slave_Church_Museum-Cape_Town_Central_Western_Cape.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/00/e7/a4/front-facade-of-church.jpg?w=500&h=400&s=1,Slave Church Museum,111.,https://www.tripadvisor.com/Attraction_Review-g312659-d14972961-Reviews-Slave_Church_Museum-Cape_Town_Central_Western_Cape.html#REVIEWS,Historic Sites • Religious Sites,,,,,,,,,
