WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 4,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7
"1,604",https://www.tripadvisor.com/Attraction_Review-g187323-d190601-Reviews-Mitte-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/86/5e/29/mitte.jpg?w=500&h=-1&s=1,Mitte,34.,https://www.tripadvisor.com/Attraction_Review-g187323-d190601-Reviews-Mitte-Berlin.html#REVIEWS,Neighborhoods,Mitte (Borough),,,https://www.tripadvisor.com/Profile/293neilk,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,By,293neilk,https://www.tripadvisor.com/ShowUserReviews-g187323-d190601-r695117036-Mitte-Berlin.html,"Theres so many interesting buildings here,a visit to",Museum Island,"with it's amazing buildings,the Berlin Dom,Reichst..."
647,https://www.tripadvisor.com/Attraction_Review-g187323-d3497877-Reviews-Berlin_Story_Bunker-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/1c/36/6e/der-berlin-story-bunker.jpg?w=500&h=400&s=1,Berlin Story Bunker,35.,https://www.tripadvisor.com/Attraction_Review-g187323-d3497877-Reviews-Berlin_Story_Bunker-Berlin.html#REVIEWS,Speciality Museums • History Museums,Friedrichshain-Kreuzberg (Borough),•,Open now,https://www.tripadvisor.com/Profile/mattlD9186DI,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,By,mattlD9186DI,https://www.tripadvisor.com/ShowUserReviews-g187323-d3497877-r628949279-Berlin_Story_Bunker-Berlin.html,Fantastically helpful staff and the,audio guide,is great too - and free if you have a flyer.
236,https://www.tripadvisor.com/Attraction_Review-g187323-d12906771-Reviews-Urban_Nation-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/4f/01/d0/20180616-105751-largejpg.jpg?w=500&h=-1&s=1&cx=481&cy=264&chk=v1_d85e97bbf2e395a1fe3b,Urban Nation,36.,https://www.tripadvisor.com/Attraction_Review-g187323-d12906771-Reviews-Urban_Nation-Berlin.html#REVIEWS,Speciality Museums • Art Museums,Schöneberg,•,Open now,https://www.tripadvisor.com/Profile/B1714D,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e9/1e/a7/b1714d.jpg?w=100&h=-1&s=1,By,B1714D,https://www.tripadvisor.com/ShowUserReviews-g187323-d12906771-r752290358-Urban_Nation-Berlin.html,It's a nice,street art,"museum, nicely curated with outstanding art of many international artist."
"3,100",https://www.tripadvisor.com/Attraction_Review-g187323-d190540-Reviews-Kaufhaus_des_Westens_KaDeWe-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/21/67/24/kadewe.jpg?w=500&h=400&s=1,Kaufhaus des Westens (KaDeWe),37.,https://www.tripadvisor.com/Attraction_Review-g187323-d190540-Reviews-Kaufhaus_des_Westens_KaDeWe-Berlin.html#REVIEWS,Department Stores,Schöneberg,•,Open now,https://www.tripadvisor.com/Profile/wendyw8888,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/95/avatar021.jpg?w=100&h=-1&s=1,By,wendyw8888,https://www.tripadvisor.com/ShowUserReviews-g187323-d190540-r599071644-Kaufhaus_des_Westens_KaDeWe-Berlin.html,Everything you'd expect from a high end,department store,"in Europe - gorgeous displays, excellent product selection,..."
"1,819",https://www.tripadvisor.com/Attraction_Review-g187323-d190659-Reviews-Die_Hackeschen_Hoefe-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/25/2b/3b/berliner-luft.jpg?w=500&h=400&s=1,Die Hackeschen Hoefe,38.,https://www.tripadvisor.com/Attraction_Review-g187323-d190659-Reviews-Die_Hackeschen_Hoefe-Berlin.html#REVIEWS,Architectural Buildings • Shopping Malls,Mitte (Borough),,,,,,,,,,
"3,175",https://www.tripadvisor.com/Attraction_Review-g187323-d2183304-Reviews-Berlin_Central_Station-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d0/11/11/berlin-hauptbahnhof.jpg?w=500&h=400&s=1,Berlin Central Station,39.,https://www.tripadvisor.com/Attraction_Review-g187323-d2183304-Reviews-Berlin_Central_Station-Berlin.html#REVIEWS,Architectural Buildings,Mitte (Borough),,,https://www.tripadvisor.com/Profile/MartinY391,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,By,MartinY391,https://www.tripadvisor.com/ShowUserReviews-g187323-d2183304-r616052684-Berlin_Central_Station-Berlin.html,Very impressive,railway,"station , lots of shops and places to eat, all levels easily reached by lifts or escalators."
564,https://www.tripadvisor.com/Attraction_Review-g187323-d624830-Reviews-Bode_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b6/3d/30/bode-museum-staatliche.jpg?w=500&h=400&s=1,Bode Museum,40.,https://www.tripadvisor.com/Attraction_Review-g187323-d624830-Reviews-Bode_Museum-Berlin.html#REVIEWS,Art Museums,Mitte (Borough),•,Temporarily closed,https://www.tripadvisor.com/Profile/Pensionado,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/20/29/5a/pensionado.jpg?w=100&h=-1&s=1,By,Pensionado,https://www.tripadvisor.com/ShowUserReviews-g187323-d624830-r639372611-Bode_Museum-Berlin.html,For anyone interested in,Byzantine art,this museum is a must!
901,https://www.tripadvisor.com/Attraction_Review-g187323-d1866171-Reviews-Botanischen_Gartens_und_Botanischen_Museums_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/17/6f/7a/botanischer-garten-berlin.jpg?w=500&h=400&s=1,Botanischen Gartens und Botanischen Museums Berlin,41.,https://www.tripadvisor.com/Attraction_Review-g187323-d1866171-Reviews-Botanischen_Gartens_und_Botanischen_Museums_Berlin-Berlin.html#REVIEWS,Parks,Steglitz-Zehlendorf (Borough),,,https://www.tripadvisor.com/Profile/kevinmarvelle,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg?w=100&h=-1&s=1,By,kevinmarvelle,https://www.tripadvisor.com/ShowUserReviews-g187323-d1866171-r588523300-Botanischen_Gartens_und_Botanischen_Museums_Berlin-Berlin.html,A large beautiful garden with a large variety or,plants,/trees/flowers from all over the world.
"1,950",https://www.tripadvisor.com/Attraction_Review-g187323-d4781598-Reviews-Sony_Center-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0a/b9/9a/sony-center.jpg?w=500&h=-1&s=1,Sony Center,42.,https://www.tripadvisor.com/Attraction_Review-g187323-d4781598-Reviews-Sony_Center-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),,,https://www.tripadvisor.com/Profile/GroverR,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c0/f9/55/grover-r.jpg?w=100&h=-1&s=1,By,GroverR,https://www.tripadvisor.com/ShowUserReviews-g187323-d4781598-r689337917-Sony_Center-Berlin.html,One thing Berlin does a great job with is providing you the opportunity to see great,modern architecture,and the Sony...
636,https://www.tripadvisor.com/Attraction_Review-g187323-d3371269-Reviews-Gleis_17_Grunewald-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/30/44/a4/gleis-17-grunewald.jpg?w=500&h=400&s=1,"Gleis 17, Grunewald",43.,https://www.tripadvisor.com/Attraction_Review-g187323-d3371269-Reviews-Gleis_17_Grunewald-Berlin.html#REVIEWS,Historic Sites,Grunewald,,,https://www.tripadvisor.com/Profile/Travellingcouple91,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,By,Travellingcouple91,https://www.tripadvisor.com/ShowUserReviews-g187323-d3371269-r642345971-Gleis_17_Grunewald-Berlin.html,This is a train,platform,that was closed as a symbol or memorial for the thousands of Jews that were deported from Be...
"1,179",https://www.tripadvisor.com/Attraction_Review-g187323-d190539-Reviews-Kurfurstendamm-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f0/6b/c7/ku-damm.jpg?w=500&h=400&s=1,Kurfürstendamm,44.,https://www.tripadvisor.com/Attraction_Review-g187323-d190539-Reviews-Kurfurstendamm-Berlin.html#REVIEWS,Points of Interest & Landmarks • Parks,Charlottenburg,,,https://www.tripadvisor.com/Profile/hannahw504,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cd/28/0d/hannahw504.jpg?w=100&h=-1&s=1,By,hannahw504,https://www.tripadvisor.com/ShowUserReviews-g187323-d190539-r733432842-Kurfurstendamm-Berlin.html,lies within close proximity to Ku’Damm meaning that you can spend plenty of time sightseeing in the area.,Berlin Zoo,
676,https://www.tripadvisor.com/Attraction_Review-g187323-d7083034-Reviews-Hackescher_Markt-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/96/ee/36/restaurants.jpg?w=500&h=-1&s=1,Hackescher Markt,45.,https://www.tripadvisor.com/Attraction_Review-g187323-d7083034-Reviews-Hackescher_Markt-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),•,Open now,,,,,,,,
"1,099",https://www.tripadvisor.com/Attraction_Review-g187323-d1885199-Reviews-Mauerpark-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/25/fa/98/mauerpark.jpg?w=500&h=400&s=1,Mauerpark,46.,https://www.tripadvisor.com/Attraction_Review-g187323-d1885199-Reviews-Mauerpark-Berlin.html#REVIEWS,Points of Interest & Landmarks • Lookouts,Pankow (Borough),•,Open now,,,,,,,,
900,https://www.tripadvisor.com/Attraction_Review-g187323-d242749-Reviews-Alte_Nationalgalerie-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/0b/e7/e9/caption.jpg?w=500&h=-1&s=1,Alte Nationalgalerie,47.,https://www.tripadvisor.com/Attraction_Review-g187323-d242749-Reviews-Alte_Nationalgalerie-Berlin.html#REVIEWS,Art Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/philipdturner,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/06/15/18/phil-t.jpg?w=100&h=-1&s=1,By,philipdturner,https://www.tripadvisor.com/ShowUserReviews-g187323-d242749-r728855179-Alte_Nationalgalerie-Berlin.html,Many,German artists,but I most enjoyed the nice set of French impressionist paintings on the upper floor.
"4,776",https://www.tripadvisor.com/Attraction_Review-g187323-d190537-Reviews-Potsdamer_Platz-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/3b/60/ad/checkpoint-charlie-in.jpg?w=500&h=-1&s=1,Potsdamer Platz,48.,https://www.tripadvisor.com/Attraction_Review-g187323-d190537-Reviews-Potsdamer_Platz-Berlin.html#REVIEWS,Neighborhoods • Points of Interest & Landmarks,Mitte (Borough),,,https://www.tripadvisor.com/Profile/GroverR,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c0/f9/55/grover-r.jpg?w=100&h=-1&s=1,By,GroverR,https://www.tripadvisor.com/ShowUserReviews-g187323-d190537-r689359393-Potsdamer_Platz-Berlin.html,Its 7 way intersection is host to 3 beautiful skyscapers and a premier destination,Sony Center,adjacent to the Kultur...
"1,361",https://www.tripadvisor.com/Attraction_Review-g187323-d7194027-Reviews-Mall_of_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/22/8a/c7/mall-of-berlin.jpg?w=500&h=400&s=1,Mall of Berlin,49.,https://www.tripadvisor.com/Attraction_Review-g187323-d7194027-Reviews-Mall_of_Berlin-Berlin.html#REVIEWS,Shopping Malls,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/Jayaseeli,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0a/91/5e/caption.jpg?w=100&h=-1&s=1,By,Jayaseeli,https://www.tripadvisor.com/ShowUserReviews-g187323-d7194027-r708267036-Mall_of_Berlin-Berlin.html,The,Food Court is,also fantastic there are lots of cuisines to choose to.
684,https://www.tripadvisor.com/Attraction_Review-g187323-d2282916-Reviews-Garten_der_Welt-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/83/70/13/wasserfall.jpg?w=500&h=-1&s=1,Gärten der Welt,50.,https://www.tripadvisor.com/Attraction_Review-g187323-d2282916-Reviews-Garten_der_Welt-Berlin.html#REVIEWS,Gardens,Marzahn-Hellersdorf (Borough),,,,,,,,,,
780,https://www.tripadvisor.com/Attraction_Review-g187323-d1881684-Reviews-Tempelhofer_Park-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ee/48/ea/photo0jpg.jpg?w=500&h=400&s=1,Tempelhofer Park,51.,https://www.tripadvisor.com/Attraction_Review-g187323-d1881684-Reviews-Tempelhofer_Park-Berlin.html#REVIEWS,Parks,Tempelhof,,,https://www.tripadvisor.com/Profile/karimmaarouf,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,By,karimmaarouf,https://www.tripadvisor.com/ShowUserReviews-g187323-d1881684-r713731956-Tempelhofer_Park-Berlin.html,It is quite special to ride a bike down a,runway,.
576,https://www.tripadvisor.com/Attraction_Review-g187323-d191435-Reviews-Nicholas_Quarter-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/bb/fc/5c/nicholas-quarter-nikolaivierte.jpg?w=500&h=400&s=1,Nicholas Quarter,52.,https://www.tripadvisor.com/Attraction_Review-g187323-d191435-Reviews-Nicholas_Quarter-Berlin.html#REVIEWS,Neighborhoods • Points of Interest & Landmarks,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/chips34,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,By,chips34,https://www.tripadvisor.com/ShowUserReviews-g187323-d191435-r738726012-Nicholas_Quarter-Berlin.html,We visited Nicholas quarter,cobbled streets,quirky shops and bars and the smallest bar in Berlin.
557,https://www.tripadvisor.com/Attraction_Review-g187323-d2035268-Reviews-Computerspielemuseum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a0/6d/e2/computerspielemuseum.jpg?w=500&h=400&s=1,Computerspielemuseum,53.,https://www.tripadvisor.com/Attraction_Review-g187323-d2035268-Reviews-Computerspielemuseum-Berlin.html#REVIEWS,Speciality Museums,Friedrichshain,•,Open now,https://www.tripadvisor.com/Profile/danarthurgallagher,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/14/3e/b0/daniel-g.jpg?w=100&h=-1&s=1,By,danarthurgallagher,https://www.tripadvisor.com/ShowUserReviews-g187323-d2035268-r567669581-Computerspielemuseum-Berlin.html,come in quickly with quirky and novel exhibits from the past.,Computer games,
159,https://www.tripadvisor.com/Attraction_Review-g187323-d442866-Reviews-Friedrichshain-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/8e/8a/3e/cool-bars-and-great-area.jpg?w=500&h=400&s=1,Friedrichshain,54.,https://www.tripadvisor.com/Attraction_Review-g187323-d442866-Reviews-Friedrichshain-Berlin.html#REVIEWS,Neighborhoods,Friedrichshain,,,https://www.tripadvisor.com/Profile/Mogeltoft,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/07/1d/f2/christian-m.jpg?w=100&h=-1&s=1,By,Mogeltoft,https://www.tripadvisor.com/ShowUserReviews-g187323-d442866-r809227291-Friedrichshain-Berlin.html,"When you want to chill yourself, go to",Boxhagener Platz,"- which is almost a little park, where you can relax in the g..."
"11,592",https://www.tripadvisor.com/Attraction_Review-g187323-d190589-Reviews-Berliner_Fernsehturm-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/33/4d/d8/der-berliner-fernsehturm.jpg?w=500&h=400&s=1,Berliner Fernsehturm,55.,https://www.tripadvisor.com/Attraction_Review-g187323-d190589-Reviews-Berliner_Fernsehturm-Berlin.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/SilverWolf13,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,By,SilverWolf13,https://www.tripadvisor.com/ShowUserReviews-g187323-d190589-r573815525-Berliner_Fernsehturm-Berlin.html,The,Tv tower,"has great views of Berlin which are best on a sunny day, when you buy your ticket they will tell you whe..."
674,https://www.tripadvisor.com/Attraction_Review-g187323-d2229043-Reviews-Aquarium_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/35/6a/43/aquarium-berlin.jpg?w=500&h=400&s=1,Aquarium Berlin,56.,https://www.tripadvisor.com/Attraction_Review-g187323-d2229043-Reviews-Aquarium_Berlin-Berlin.html#REVIEWS,Aquariums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/nikky13105,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,By,nikky13105,https://www.tripadvisor.com/ShowUserReviews-g187323-d2229043-r717666697-Aquarium_Berlin-Berlin.html,There are lots of,sea creatures,and it is amazing to see all that sealife.
306,https://www.tripadvisor.com/Attraction_Review-g187323-d8015293-Reviews-BODY_WORLDS_Museum_Facets_of_Life-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/76/e3/31/der-sprinter.jpg?w=500&h=400&s=1,"BODY WORLDS Museum ""Facets of Life""",57.,https://www.tripadvisor.com/Attraction_Review-g187323-d8015293-Reviews-BODY_WORLDS_Museum_Facets_of_Life-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,,,,,,,,
230,https://www.tripadvisor.com/Attraction_Review-g187323-d191443-Reviews-Pfaueninsel-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/30/06/19/pfaueninsel-park-peacock.jpg?w=500&h=-1&s=1,Pfaueninsel,58.,https://www.tripadvisor.com/Attraction_Review-g187323-d191443-Reviews-Pfaueninsel-Berlin.html#REVIEWS,Points of Interest & Landmarks • Islands,Steglitz-Zehlendorf (Borough),,,https://www.tripadvisor.com/Profile/1520annesophieb,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/14/5a/30/anne-sophie-b.jpg?w=100&h=-1&s=1,By,1520annesophieb,https://www.tripadvisor.com/ShowUserReviews-g187323-d191443-r645552156-Pfaueninsel-Berlin.html,Only minor aspect: the,castle,was closed for renovations.
858,https://www.tripadvisor.com/Attraction_Review-g187323-d2174010-Reviews-Tierpark_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3b/4b/3a/caption.jpg?w=500&h=400&s=1,Tierpark Berlin,59.,https://www.tripadvisor.com/Attraction_Review-g187323-d2174010-Reviews-Tierpark_Berlin-Berlin.html#REVIEWS,Zoos,Lichtenberg (Borough),•,Open now,https://www.tripadvisor.com/Profile/EvitaKnits,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/30/61/70/evitaknits.jpg?w=100&h=-1&s=1,By,EvitaKnits,https://www.tripadvisor.com/ShowUserReviews-g187323-d2174010-r733213367-Tierpark_Berlin-Berlin.html,Lots of the,enclosures,aren’t fenced off but have a little water moat running around them so you can see the animals...
901,https://www.tripadvisor.com/Attraction_Review-g187323-d313992-Reviews-Panoramapunkt-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/8a/77/ba/panoramapunkt.jpg?w=500&h=-1&s=1,Panoramapunkt,60.,https://www.tripadvisor.com/Attraction_Review-g187323-d313992-Reviews-Panoramapunkt-Berlin.html#REVIEWS,Points of Interest & Landmarks • Lookouts,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/PhilnSal,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/d2/4e/79/philnsal.jpg?w=100&h=-1&s=1,By,PhilnSal,https://www.tripadvisor.com/ShowUserReviews-g187323-d313992-r604188441-Panoramapunkt-Berlin.html,The,fastest lift in Europe,.
3,,,,,,1,2,,4,,,,,,,,
939,https://www.tripadvisor.com/Attraction_Review-g187323-d3470243-Reviews-Mauerpark_Flea_Market-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/83/60/3d/pix.jpg?w=500&h=400&s=1,Mauerpark Flea Market,61.,https://www.tripadvisor.com/Attraction_Review-g187323-d3470243-Reviews-Mauerpark_Flea_Market-Berlin.html#REVIEWS,Flea & Street Markets,Prenzlauer Berg,,,https://www.tripadvisor.com/Profile/georgemE6722UY,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/5f/18/5b/george-m.jpg?w=100&h=-1&s=1,By,georgemE6722UY,https://www.tripadvisor.com/ShowUserReviews-g187323-d3470243-r621662093-Mauerpark_Flea_Market-Berlin.html,... incredible variety of brick-a-brack along endless,stalls,", there are varieties of food and a cross-section of peop..."
236,https://www.tripadvisor.com/Attraction_Review-g187323-d2705579-Reviews-Wannsee-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/08/3e/14/wannsee-vom-villenviertel.jpg?w=500&h=400&s=1,Wannsee,62.,https://www.tripadvisor.com/Attraction_Review-g187323-d2705579-Reviews-Wannsee-Berlin.html#REVIEWS,Bodies of Water,Steglitz-Zehlendorf (Borough),,,https://www.tripadvisor.com/Profile/Kenneth2010,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,By,Kenneth2010,https://www.tripadvisor.com/ShowUserReviews-g187323-d2705579-r781929832-Wannsee-Berlin.html,you can crossing the lake by,ferry,"and all around you could find good spot for sitting , relaxing and tasting German..."
412,https://www.tripadvisor.com/Attraction_Review-g187323-d4751162-Reviews-German_Resistance_Memorial_Center-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/91/9f/e8/img-20180704-091712-largejpg.jpg?w=500&h=-1&s=1,German Resistance Memorial Center,63.,https://www.tripadvisor.com/Attraction_Review-g187323-d4751162-Reviews-German_Resistance_Memorial_Center-Berlin.html#REVIEWS,History Museums,Mitte (Borough),,,https://www.tripadvisor.com/Profile/SALLYDOG52,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg?w=100&h=-1&s=1,By,SALLYDOG52,https://www.tripadvisor.com/ShowUserReviews-g187323-d4751162-r731191503-German_Resistance_Memorial_Center-Berlin.html,It is,well worth a visit,and it is free.
404,https://www.tripadvisor.com/Attraction_Review-g187323-d1569266-Reviews-Museum_Berggruen-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b6/77/b4/museum-berggruen-staatliche.jpg?w=500&h=-1&s=1,Museum Berggruen,64.,https://www.tripadvisor.com/Attraction_Review-g187323-d1569266-Reviews-Museum_Berggruen-Berlin.html#REVIEWS,Art Museums,Charlottenburg,•,Temporarily closed,https://www.tripadvisor.com/Profile/MikeWells90,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/92/5a/4f/mikewells90.jpg?w=100&h=-1&s=1,By,MikeWells90,https://www.tripadvisor.com/ShowUserReviews-g187323-d1569266-r640375004-Museum_Berggruen-Berlin.html,Excellent collection of modern art with works by Picasso and,Paul Klee,amongst others.
"1,412",https://www.tripadvisor.com/Attraction_Review-g187323-d190538-Reviews-Unter_den_Linden-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/42/28/90/caption.jpg?w=500&h=400&s=1,Unter den Linden,65.,https://www.tripadvisor.com/Attraction_Review-g187323-d190538-Reviews-Unter_den_Linden-Berlin.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,Mitte (Borough),,,https://www.tripadvisor.com/Profile/GramS119,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b7/14/07/gram-s.jpg?w=100&h=-1&s=1,By,GramS119,https://www.tripadvisor.com/ShowUserReviews-g187323-d190538-r650186018-Unter_den_Linden-Berlin.html,From the,Brandenburg Gate,it's then a short walk to the Holocaust Memorial and then the site of the Fuhrer Bunker.
718,https://www.tripadvisor.com/Attraction_Review-g187323-d242766-Reviews-Haus_der_Wannsee_Konferenz-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9f/7f/b6/haus-der-wannsee-konferenz.jpg?w=500&h=-1&s=1,Haus der Wannsee-Konferenz,66.,https://www.tripadvisor.com/Attraction_Review-g187323-d242766-Reviews-Haus_der_Wannsee_Konferenz-Berlin.html#REVIEWS,Historic Sites • Educational sites,Steglitz-Zehlendorf (Borough),•,Open now,https://www.tripadvisor.com/Profile/BUNNYBOYFLOHIO,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/25/2f/51/bunnyboyflohio.jpg?w=100&h=-1&s=1,By,BUNNYBOYFLOHIO,https://www.tripadvisor.com/ShowUserReviews-g187323-d242766-r611090615-Haus_der_Wannsee_Konferenz-Berlin.html,"... ironysuch a beautiful area, Wannsee, with such a sad place of remembrance of the planning for the",Final Solution,.
558,https://www.tripadvisor.com/Attraction_Review-g187323-d2146230-Reviews-Mercedes_Benz_Arena_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/4b/1b/33/20160513-174629-1-largejpg.jpg?w=500&h=400&s=1,Mercedes-Benz Arena Berlin,67.,https://www.tripadvisor.com/Attraction_Review-g187323-d2146230-Reviews-Mercedes_Benz_Arena_Berlin-Berlin.html#REVIEWS,Arenas & Stadiums,Friedrichshain,,,,,,,,,,
"4,532",https://www.tripadvisor.com/Attraction_Review-g187323-d265858-Reviews-Alexanderplatz-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/ed/8f/66/alexanderplatz.jpg?w=500&h=-1&s=1,Alexanderplatz,68.,https://www.tripadvisor.com/Attraction_Review-g187323-d265858-Reviews-Alexanderplatz-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),,,https://www.tripadvisor.com/Profile/hannahw504,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cd/28/0d/hannahw504.jpg?w=100&h=-1&s=1,By,hannahw504,https://www.tripadvisor.com/ShowUserReviews-g187323-d265858-r732622923-Alexanderplatz-Berlin.html,Alexanderplatz is home to the world famous,TV Tower,and hosts one of Berlin’s many Christmas markets at present.
120,https://www.tripadvisor.com/Attraction_Review-g187323-d15523634-Reviews-Pergamonmuseum_Das_Panorama-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e9/4c/32/photo1jpg.jpg?w=500&h=-1&s=1,Pergamonmuseum - Das Panorama,69.,https://www.tripadvisor.com/Attraction_Review-g187323-d15523634-Reviews-Pergamonmuseum_Das_Panorama-Berlin.html#REVIEWS,Speciality Museums • History Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/H2770ZKjessicas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,By,H2770ZKjessicas,https://www.tripadvisor.com/ShowUserReviews-g187323-d15523634-r746258388-Pergamonmuseum_Das_Panorama-Berlin.html,I have been there several times and each time we had a great time visiting the,pergamon museum,.
