WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,iPqaD href 3,dugSS src 2,WlYyy 6,iPqaD,iPqaD href 5,WlYyy 7,dkvhj,WlYyy 8
98,https://www.tripadvisor.com/Attraction_Review-g294265-d4355205-Reviews-Nex-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/61/88/55/cny-dinner-din-tai-fung.jpg?w=500&h=400&s=1,Nex,169.,https://www.tripadvisor.com/Attraction_Review-g294265-d4355205-Reviews-Nex-Singapore.html#REVIEWS,Shopping Malls,Serangoon,Open now,,,,,,,,
146,https://www.tripadvisor.com/Attraction_Review-g294265-d317471-Reviews-Sri_Srinivasa_Perumal_Temple-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/df/45/c6/view-fro-the-street.jpg?w=500&h=-1&s=1,Sri Srinivasa Perumal Temple,170.,https://www.tripadvisor.com/Attraction_Review-g294265-d317471-Reviews-Sri_Srinivasa_Perumal_Temple-Singapore.html#REVIEWS,Religious Sites,Lavender,Open now,,,,,,,,
68,https://www.tripadvisor.com/Attraction_Review-g294265-d8653636-Reviews-Liang_Court-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/64/64/4f/liang-court.jpg?w=500&h=-1&s=1,Liang Court,171.,https://www.tripadvisor.com/Attraction_Review-g294265-d8653636-Reviews-Liang_Court-Singapore.html#REVIEWS,Shopping Malls,Central Area/City Area,,,,,,,,,
517,https://www.tripadvisor.com/Attraction_Review-g294265-d310899-Reviews-Singapore_Art_Museum-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fb/37/2a/singapore-art-museum.jpg?w=500&h=400&s=1,Singapore Art Museum,172.,https://www.tripadvisor.com/Attraction_Review-g294265-d310899-Reviews-Singapore_Art_Museum-Singapore.html#REVIEWS,Art Museums,Central Area/City Area,,https://www.tripadvisor.com/Profile/carolvillarreal2969,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,By,carolvillarreal2969,https://www.tripadvisor.com/ShowUserReviews-g294265-d310899-r713100737-Singapore_Art_Museum-Singapore.html,"... arts, you'll like that they hold exhibitions with different themes and feature different",artists,quite regularly.
175,https://www.tripadvisor.com/Attraction_Review-g294265-d1583427-Reviews-Surviving_the_Japanese_Occupation_War_and_Its_Legacies-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a8/20/66/memories-at-old-ford.jpg?w=500&h=-1&s=1,Surviving the Japanese Occupation: War and Its Legacies,173.,https://www.tripadvisor.com/Attraction_Review-g294265-d1583427-Reviews-Surviving_the_Japanese_Occupation_War_and_Its_Legacies-Singapore.html#REVIEWS,Military Museums,Bukit Batok,,https://www.tripadvisor.com/Profile/jackytansg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d3/88/05/avatar.jpg?w=100&h=-1&s=1,By,jackytansg,https://www.tripadvisor.com/ShowUserReviews-g294265-d1583427-r772701770-Surviving_the_Japanese_Occupation_War_and_Its_Legacies-Singapore.html,Part of the permanent exhibits in the Former,Ford Factory,", this segment tells the hardships of civilians during the 3..."
42,https://www.tripadvisor.com/Attraction_Review-g294265-d10491239-Reviews-Riverside_Point-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f8/15/48/photo3jpg.jpg?w=500&h=400&s=1,Riverside Point,174.,https://www.tripadvisor.com/Attraction_Review-g294265-d10491239-Reviews-Riverside_Point-Singapore.html#REVIEWS,Shopping Malls,Central Area/City Area,,,,,,,,,
171,https://www.tripadvisor.com/Attraction_Review-g294265-d1371240-Reviews-Malay_Heritage_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/70/13/4a/the-former-palace-which.jpg?w=500&h=-1&s=1,Malay Heritage Centre,175.,https://www.tripadvisor.com/Attraction_Review-g294265-d1371240-Reviews-Malay_Heritage_Centre-Singapore.html#REVIEWS,History Museums,Rochor,,,,,,,,,
177,https://www.tripadvisor.com/Attraction_Review-g294265-d2344448-Reviews-Bollywood_Veggies-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e8/4b/b2/caption.jpg?w=500&h=-1&s=1,Bollywood Veggies,176.,https://www.tripadvisor.com/Attraction_Review-g294265-d2344448-Reviews-Bollywood_Veggies-Singapore.html#REVIEWS,Farms,Lim Chu Kang,,https://www.tripadvisor.com/Profile/div106,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,By,div106,https://www.tripadvisor.com/ShowUserReviews-g294265-d2344448-r656762719-Bollywood_Veggies-Singapore.html,Must visit for young children to learn about,plants,.
79,https://www.tripadvisor.com/Attraction_Review-g294265-d8720312-Reviews-Coney_Island_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/fc/92/17/photo1jpg.jpg?w=500&h=-1&s=1,Coney Island Park,177.,https://www.tripadvisor.com/Attraction_Review-g294265-d8720312-Reviews-Coney_Island_Park-Singapore.html#REVIEWS,Nature & Wildlife Areas • Parks,Punggol,,https://www.tripadvisor.com/Profile/crbnll,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,By,crbnll,https://www.tripadvisor.com/ShowUserReviews-g294265-d8720312-r750378891-Coney_Island_Park-Singapore.html,... have your own bike you can rent one in Punggol,settlement,", prices depends on what kind of bike and for how many h..."
90,https://www.tripadvisor.com/Attraction_Review-g294265-d8325442-Reviews-Enchanted_Garden-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b8/80/ea/enchanted-garden.jpg?w=500&h=400&s=1,Enchanted Garden,178.,https://www.tripadvisor.com/Attraction_Review-g294265-d8325442-Reviews-Enchanted_Garden-Singapore.html#REVIEWS,Gardens,Changi,,https://www.tripadvisor.com/Profile/thashy246,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,By,thashy246,https://www.tripadvisor.com/ShowUserReviews-g294265-d8325442-r780827233-Enchanted_Garden-Singapore.html,I had a,transit,of 9 hours and the sparing couple of hours to relax here is an awesome feeling.
54,https://www.tripadvisor.com/Attraction_Review-g294265-d8010667-Reviews-Bedok_Reservoir_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/df/f2/5f/clouds-just-before-morning.jpg?w=500&h=-1&s=1,Bedok Reservoir Park,179.,https://www.tripadvisor.com/Attraction_Review-g294265-d8010667-Reviews-Bedok_Reservoir_Park-Singapore.html#REVIEWS,Parks,Tampines,,,,,,,,,
158,https://www.tripadvisor.com/Attraction_Review-g294265-d2338979-Reviews-Great_World-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/67/8e/74/photo1jpg.jpg?w=500&h=400&s=1,Great World,180.,https://www.tripadvisor.com/Attraction_Review-g294265-d2338979-Reviews-Great_World-Singapore.html#REVIEWS,Shopping Malls,Central Area/City Area,Open now,https://www.tripadvisor.com/Profile/57ashleyl,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ad/69/ff/ashley-l.jpg?w=100&h=-1&s=1,By,57ashleyl,https://www.tripadvisor.com/ShowUserReviews-g294265-d2338979-r576709323-Great_World-Singapore.html,Family friendly,shopping mall,
6,,,,,,1,5,7,,,,,,,,
48,https://www.tripadvisor.com/Attraction_Review-g294265-d10850321-Reviews-Temple_Street-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f7/45/50/temple-street-at-dusk.jpg?w=500&h=400&s=1,Temple Street,181.,https://www.tripadvisor.com/Attraction_Review-g294265-d10850321-Reviews-Temple_Street-Singapore.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,Outram,,,,,,,,,
31,https://www.tripadvisor.com/Attraction_Review-g294265-d8820417-Reviews-Singapore_Night_Festival-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ec/de/84/photo0jpg.jpg?w=500&h=400&s=1,Singapore Night Festival,182.,https://www.tripadvisor.com/Attraction_Review-g294265-d8820417-Reviews-Singapore_Night_Festival-Singapore.html#REVIEWS,Cultural Events,Museum,,,,,,,,,
39,https://www.tripadvisor.com/Attraction_Review-g294265-d1993200-Reviews-The_NEWater_Visitor_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ef/19/7b/the-newater-visitor-centre.jpg?w=500&h=-1&s=1,The NEWater Visitor Centre,183.,https://www.tripadvisor.com/Attraction_Review-g294265-d1993200-Reviews-The_NEWater_Visitor_Centre-Singapore.html#REVIEWS,Points of Interest & Landmarks,Tampines,,,,,,,,,
34,https://www.tripadvisor.com/Attraction_Review-g294265-d8772713-Reviews-Lower_Peirce_Reservoir_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3a/b1/3f/beautiful.jpg?w=500&h=-1&s=1,Lower Peirce Reservoir Park,184.,https://www.tripadvisor.com/Attraction_Review-g294265-d8772713-Reviews-Lower_Peirce_Reservoir_Park-Singapore.html#REVIEWS,Bodies of Water • Nature & Wildlife Areas,Ang Mo Kio,,https://www.tripadvisor.com/Profile/GladysK908,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/35/a6/caption.jpg?w=100&h=-1&s=1,By,GladysK908,https://www.tripadvisor.com/ShowUserReviews-g294265-d8772713-r634284391-Lower_Peirce_Reservoir_Park-Singapore.html,The view of reservoir along the,trail,was beautiful and serene.
122,https://www.tripadvisor.com/Attraction_Review-g294265-d2258396-Reviews-Jurong_East_Swimming_Complex-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2c/fd/66/view-from-entrance.jpg?w=500&h=400&s=1,Jurong East Swimming Complex,185.,https://www.tripadvisor.com/Attraction_Review-g294265-d2258396-Reviews-Jurong_East_Swimming_Complex-Singapore.html#REVIEWS,Water Parks,Jurong East,,,,,,,,,
46,https://www.tripadvisor.com/Attraction_Review-g294265-d6538922-Reviews-Sembawang_Hot_Spring-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/17/58/47/sembawang-hot-spring.jpg?w=500&h=-1&s=1,Sembawang Hot Spring,186.,https://www.tripadvisor.com/Attraction_Review-g294265-d6538922-Reviews-Sembawang_Hot_Spring-Singapore.html#REVIEWS,Hot Springs & Geysers,Mandai East,,,,,,,,,
54,https://www.tripadvisor.com/Attraction_Review-g294265-d9580678-Reviews-Punggol_Waterway_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/13/06/punggol-waterway-park.jpg?w=500&h=400&s=1,Punggol Waterway Park,187.,https://www.tripadvisor.com/Attraction_Review-g294265-d9580678-Reviews-Punggol_Waterway_Park-Singapore.html#REVIEWS,Biking Trails • Parks,Punggol Town Centre,,,,,,,,,
138,https://www.tripadvisor.com/Attraction_Review-g294265-d2139558-Reviews-Orchard_Central-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/13/dd/3b/photo5jpg.jpg?w=500&h=-1&s=1,Orchard Central,188.,https://www.tripadvisor.com/Attraction_Review-g294265-d2139558-Reviews-Orchard_Central-Singapore.html#REVIEWS,Shopping Malls,Somerset,Open now,,,,,,,,
100,https://www.tripadvisor.com/Attraction_Review-g294265-d2371793-Reviews-Tiong_Bahru_Estate-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a1/a7/tiong-bahru-estate.jpg?w=500&h=-1&s=1,Tiong Bahru Estate,189.,https://www.tripadvisor.com/Attraction_Review-g294265-d2371793-Reviews-Tiong_Bahru_Estate-Singapore.html#REVIEWS,Neighborhoods • Architectural Buildings,Bukit Merah,,,,,,,,,
59,https://www.tripadvisor.com/Attraction_Review-g294265-d2348984-Reviews-Singapore_Indoor_Stadium-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d2/bc/19/photo0jpg.jpg?w=500&h=-1&s=1,Singapore Indoor Stadium,190.,https://www.tripadvisor.com/Attraction_Review-g294265-d2348984-Reviews-Singapore_Indoor_Stadium-Singapore.html#REVIEWS,Arenas & Stadiums,Tanjong Rhu,,,,,,,,,
43,https://www.tripadvisor.com/Attraction_Review-g294265-d9604652-Reviews-Singapore_Musical_Box_Museum-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/34/99/78/caption.jpg?w=500&h=400&s=1,Singapore Musical Box Museum,191.,https://www.tripadvisor.com/Attraction_Review-g294265-d9604652-Reviews-Singapore_Musical_Box_Museum-Singapore.html#REVIEWS,Speciality Museums,Central Area/City Area,,https://www.tripadvisor.com/Profile/AJP_sg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/0f/98/ajp-sg.jpg?w=100&h=-1&s=1,By,AJP_sg,https://www.tripadvisor.com/ShowUserReviews-g294265-d9604652-r784572252-Singapore_Musical_Box_Museum-Singapore.html,"A hidden, small private museum next to",Thian Hock Keng temple,", this is a lovely place for people who like antiques or..."
60,https://www.tripadvisor.com/Attraction_Review-g294265-d4355460-Reviews-Gillman_Barracks-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ce/e2/ff/20180428-085917-largejpg.jpg?w=500&h=400&s=1,Gillman Barracks,192.,https://www.tripadvisor.com/Attraction_Review-g294265-d4355460-Reviews-Gillman_Barracks-Singapore.html#REVIEWS,Points of Interest & Landmarks,Telok Blangah Drive,,,,,,,,,
24,https://www.tripadvisor.com/Attraction_Review-g294265-d12967606-Reviews-Church_of_St_Alphonsus-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/8d/2c/ed/church-of-saint-alphonsus.jpg?w=500&h=-1&s=1,Church of St. Alphonsus,193.,https://www.tripadvisor.com/Attraction_Review-g294265-d12967606-Reviews-Church_of_St_Alphonsus-Singapore.html#REVIEWS,Churches & Cathedrals,Novena,,,,,,,,,
80,https://www.tripadvisor.com/Attraction_Review-g294265-d11843969-Reviews-Jubilee_Bridge-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c1/a8/fa/jubilee-bridge.jpg?w=500&h=-1&s=1,Jubilee Bridge,194.,https://www.tripadvisor.com/Attraction_Review-g294265-d11843969-Reviews-Jubilee_Bridge-Singapore.html#REVIEWS,Bridges,Central Area/City Area,,,,,,,,,
24,https://www.tripadvisor.com/Attraction_Review-g294265-d7189348-Reviews-The_Animal_Resort-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e9/99/95/the-animal-resort.jpg?w=500&h=400&s=1,The Animal Resort,195.,https://www.tripadvisor.com/Attraction_Review-g294265-d7189348-Reviews-The_Animal_Resort-Singapore.html#REVIEWS,Zoos,Sengkang,,,,,,,,,
27,https://www.tripadvisor.com/Attraction_Review-g294265-d12287411-Reviews-Parkview_Museum-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d7/9f/49/photo4jpg.jpg?w=500&h=-1&s=1,Parkview Museum,196.,https://www.tripadvisor.com/Attraction_Review-g294265-d12287411-Reviews-Parkview_Museum-Singapore.html#REVIEWS,Art Museums,Central Area/City Area,,,,,,,,,
87,https://www.tripadvisor.com/Attraction_Review-g294265-d338367-Reviews-Sun_Yat_Sen_Nanyang_Memorial_Hall-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ea/f3/6e/sun-yat-sen-nanyang-memorial.jpg?w=500&h=-1&s=1,Sun Yat Sen Nanyang Memorial Hall,197.,https://www.tripadvisor.com/Attraction_Review-g294265-d338367-Reviews-Sun_Yat_Sen_Nanyang_Memorial_Hall-Singapore.html#REVIEWS,Historic Sites,Novena,,,,,,,,,
104,https://www.tripadvisor.com/Attraction_Review-g294265-d10020481-Reviews-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d3/01/63/20161204053026-largejpg.jpg?w=500&h=400&s=1,Christmas Wonderland at Gardens By The Bay,198.,https://www.tripadvisor.com/Attraction_Review-g294265-d10020481-Reviews-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html#REVIEWS,Cultural Events,Central Area/City Area,,https://www.tripadvisor.com/Profile/diezy2018,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,By,diezy2018,https://www.tripadvisor.com/ShowUserReviews-g294265-d10020481-r731055601-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html,Everything they do at gardens by the,bay,"they do well, including their Christmas celebrations."
45,https://www.tripadvisor.com/Attraction_Review-g294265-d5770223-Reviews-Thow_Kwang_Pottery_Jungle_and_Dragon_Kiln-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b6/e0/51/thow-kwang-pottery-jungle.jpg?w=500&h=-1&s=1,Thow Kwang Pottery Jungle and Dragon Kiln,199.,https://www.tripadvisor.com/Attraction_Review-g294265-d5770223-Reviews-Thow_Kwang_Pottery_Jungle_and_Dragon_Kiln-Singapore.html#REVIEWS,Points of Interest & Landmarks,Western Water Catchment,,,,,,,,,
86,https://www.tripadvisor.com/Attraction_Review-g294265-d8565683-Reviews-Orchard_Gateway-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ca/74/b4/orchard-gateway.jpg?w=500&h=400&s=1,Orchard Gateway,200.,https://www.tripadvisor.com/Attraction_Review-g294265-d8565683-Reviews-Orchard_Gateway-Singapore.html#REVIEWS,Shopping Malls,Somerset,,,,,,,,,
116,https://www.tripadvisor.com/Attraction_Review-g294265-d9990227-Reviews-Bugis-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/99/87/b2/caption.jpg?w=500&h=-1&s=1,Bugis+,201.,https://www.tripadvisor.com/Attraction_Review-g294265-d9990227-Reviews-Bugis-Singapore.html#REVIEWS,Shopping Malls,Rochor,Open now,https://www.tripadvisor.com/Profile/syidiabuelo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,By,syidiabuelo,https://www.tripadvisor.com/ShowUserReviews-g294265-d9990227-r772456218-Bugis-Singapore.html,There is also a,cinema,.
41,https://www.tripadvisor.com/Attraction_Review-g294265-d623071-Reviews-Sembawang_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e8/18/d7/sembawang-beach-park.jpg?w=500&h=-1&s=1,Sembawang Park,202.,https://www.tripadvisor.com/Attraction_Review-g294265-d623071-Reviews-Sembawang_Park-Singapore.html#REVIEWS,Beaches • Parks,Sembawang,,,,,,,,,
78,https://www.tripadvisor.com/Attraction_Review-g294265-d2139485-Reviews-The_Centrepoint-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f0/94/fa/the-centrepoint.jpg?w=500&h=400&s=1,The Centrepoint,203.,https://www.tripadvisor.com/Attraction_Review-g294265-d2139485-Reviews-The_Centrepoint-Singapore.html#REVIEWS,Shopping Malls,Somerset,Open now,,,,,,,,
306,https://www.tripadvisor.com/Attraction_Review-g294265-d8325500-Reviews-Ambassador_Transit_Lounge-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/44/32/f1/lounge-seated-area.jpg?w=500&h=400&s=1,Ambassador Transit Lounge,204.,https://www.tripadvisor.com/Attraction_Review-g294265-d8325500-Reviews-Ambassador_Transit_Lounge-Singapore.html#REVIEWS,Airport Lounges,Changi,Temporarily closed,,,,,,,,
77,https://www.tripadvisor.com/Attraction_Review-g294265-d1516755-Reviews-Boon_Tat_St-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/da/08/3e/boon-tat-st.jpg?w=500&h=-1&s=1,Boon Tat St,205.,https://www.tripadvisor.com/Attraction_Review-g294265-d1516755-Reviews-Boon_Tat_St-Singapore.html#REVIEWS,Points of Interest & Landmarks,Central Area/City Area,,,,,,,,,
71,https://www.tripadvisor.com/Attraction_Review-g294265-d8452085-Reviews-Kallang_Wave_Mall-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/c7/e6/6b/kallang-wave-mall.jpg?w=500&h=-1&s=1,Kallang Wave Mall,206.,https://www.tripadvisor.com/Attraction_Review-g294265-d8452085-Reviews-Kallang_Wave_Mall-Singapore.html#REVIEWS,Department Stores • Factory Outlets,Tanjong Rhu,,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g294265-d15579001-Reviews-Our_Tampines_Hub-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9e/e9/3d/neighbourhood-center.jpg?w=500&h=400&s=1,Our Tampines Hub,207.,https://www.tripadvisor.com/Attraction_Review-g294265-d15579001-Reviews-Our_Tampines_Hub-Singapore.html#REVIEWS,Civic Centres,Tampines,,,,,,,,,
62,https://www.tripadvisor.com/Attraction_Review-g294265-d576932-Reviews-Civil_Defence_Heritage_Gallery-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/37/02/80/photo0jpg.jpg?w=500&h=-1&s=1,Civil Defence Heritage Gallery,208.,https://www.tripadvisor.com/Attraction_Review-g294265-d576932-Reviews-Civil_Defence_Heritage_Gallery-Singapore.html#REVIEWS,Art Museums,City Hall,,https://www.tripadvisor.com/Profile/guineamon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,By,guineamon,https://www.tripadvisor.com/ShowUserReviews-g294265-d576932-r673124942-Civil_Defence_Heritage_Gallery-Singapore.html,A very well constructed heritage gallery showcasing the,history,"of civil defence and firefighting in Singapore, with..."
32,https://www.tripadvisor.com/Attraction_Review-g294265-d10181429-Reviews-National_University_of_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fc/76/e5/caption.jpg?w=500&h=-1&s=1,National University of Singapore,209.,https://www.tripadvisor.com/Attraction_Review-g294265-d10181429-Reviews-National_University_of_Singapore-Singapore.html#REVIEWS,Universities & Schools,National University of Singapore,,,,,,,,,
157,https://www.tripadvisor.com/Attraction_Review-g294265-d446421-Reviews-Singapore_Discovery_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c8/76/1d/no-visit-to-singapore.jpg?w=500&h=400&s=1,Singapore Discovery Centre,210.,https://www.tripadvisor.com/Attraction_Review-g294265-d446421-Reviews-Singapore_Discovery_Centre-Singapore.html#REVIEWS,Speciality Museums • History Museums,Safti,,https://www.tripadvisor.com/Profile/Blissfulchua,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,By,Blissfulchua,https://www.tripadvisor.com/ShowUserReviews-g294265-d446421-r729371807-Singapore_Discovery_Centre-Singapore.html,Enjoyed the safti,bus tour,!
7,,,,,,1,6,8,,,,,,,,
48,https://www.tripadvisor.com/Attraction_Review-g294265-d10850321-Reviews-Temple_Street-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f7/45/50/temple-street-at-dusk.jpg?w=500&h=400&s=1,Temple Street,181.,https://www.tripadvisor.com/Attraction_Review-g294265-d10850321-Reviews-Temple_Street-Singapore.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,Outram,,,,,,,,,
31,https://www.tripadvisor.com/Attraction_Review-g294265-d8820417-Reviews-Singapore_Night_Festival-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ec/de/84/photo0jpg.jpg?w=500&h=400&s=1,Singapore Night Festival,182.,https://www.tripadvisor.com/Attraction_Review-g294265-d8820417-Reviews-Singapore_Night_Festival-Singapore.html#REVIEWS,Cultural Events,Museum,,,,,,,,,
39,https://www.tripadvisor.com/Attraction_Review-g294265-d1993200-Reviews-The_NEWater_Visitor_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ef/19/7b/the-newater-visitor-centre.jpg?w=500&h=-1&s=1,The NEWater Visitor Centre,183.,https://www.tripadvisor.com/Attraction_Review-g294265-d1993200-Reviews-The_NEWater_Visitor_Centre-Singapore.html#REVIEWS,Points of Interest & Landmarks,Tampines,,,,,,,,,
34,https://www.tripadvisor.com/Attraction_Review-g294265-d8772713-Reviews-Lower_Peirce_Reservoir_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3a/b1/3f/beautiful.jpg?w=500&h=-1&s=1,Lower Peirce Reservoir Park,184.,https://www.tripadvisor.com/Attraction_Review-g294265-d8772713-Reviews-Lower_Peirce_Reservoir_Park-Singapore.html#REVIEWS,Bodies of Water • Nature & Wildlife Areas,Ang Mo Kio,,https://www.tripadvisor.com/Profile/GladysK908,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/35/a6/caption.jpg?w=100&h=-1&s=1,By,GladysK908,https://www.tripadvisor.com/ShowUserReviews-g294265-d8772713-r634284391-Lower_Peirce_Reservoir_Park-Singapore.html,The view of reservoir along the,trail,was beautiful and serene.
122,https://www.tripadvisor.com/Attraction_Review-g294265-d2258396-Reviews-Jurong_East_Swimming_Complex-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2c/fd/66/view-from-entrance.jpg?w=500&h=400&s=1,Jurong East Swimming Complex,185.,https://www.tripadvisor.com/Attraction_Review-g294265-d2258396-Reviews-Jurong_East_Swimming_Complex-Singapore.html#REVIEWS,Water Parks,Jurong East,,,,,,,,,
104,https://www.tripadvisor.com/Attraction_Review-g294265-d10020481-Reviews-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d3/01/63/20161204053026-largejpg.jpg?w=500&h=400&s=1,Christmas Wonderland at Gardens By The Bay,198.,https://www.tripadvisor.com/Attraction_Review-g294265-d10020481-Reviews-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html#REVIEWS,Cultural Events,Central Area/City Area,,https://www.tripadvisor.com/Profile/diezy2018,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,By,diezy2018,https://www.tripadvisor.com/ShowUserReviews-g294265-d10020481-r731055601-Christmas_Wonderland_at_Gardens_By_The_Bay-Singapore.html,Everything they do at gardens by the,bay,"they do well, including their Christmas celebrations."
157,https://www.tripadvisor.com/Attraction_Review-g294265-d446421-Reviews-Singapore_Discovery_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c8/76/1d/no-visit-to-singapore.jpg?w=500&h=400&s=1,Singapore Discovery Centre,210.,https://www.tripadvisor.com/Attraction_Review-g294265-d446421-Reviews-Singapore_Discovery_Centre-Singapore.html#REVIEWS,Speciality Museums • History Museums,Safti,,https://www.tripadvisor.com/Profile/Blissfulchua,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,By,Blissfulchua,https://www.tripadvisor.com/ShowUserReviews-g294265-d446421-r729371807-Singapore_Discovery_Centre-Singapore.html,Enjoyed the safti,bus tour,!
8,,,,,,1,7,9,,,,,,,,
